NU_ANO,TP_FAIXA_ETARIA,TP_SEXO,TP_ESTADO_CIVIL,TP_COR_RACA,TP_NACIONALIDADE,TP_ST_CONCLUSAO,TP_ANO_CONCLUIU,TP_ESCOLA,TP_ENSINO,IN_TREINEIRO,CO_MUNICIPIO_ESC,NO_MUNICIPIO_ESC,CO_UF_ESC,SG_UF_ESC,TP_DEPENDENCIA_ADM_ESC,TP_LOCALIZACAO_ESC,TP_SIT_FUNC_ESC,CO_MUNICIPIO_PROVA,NO_MUNICIPIO_PROVA,CO_UF_PROVA,SG_UF_PROVA,TP_PRESENCA_CN,TP_PRESENCA_CH,TP_PRESENCA_LC,TP_PRESENCA_MT,CO_PROVA_CN,CO_PROVA_CH,CO_PROVA_LC,CO_PROVA_MT,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,TP_LINGUA,TX_GABARITO_CN,TX_GABARITO_CH,TX_GABARITO_LC,TX_GABARITO_MT,TP_STATUS_REDACAO,NU_NOTA_COMP1,NU_NOTA_COMP2,NU_NOTA_COMP3,NU_NOTA_COMP4,NU_NOTA_COMP5,NU_NOTA_REDACAO,Q001,Q002,Q003,Q004,Q005,Q006,Q007,Q008,Q009,Q010,Q011,Q012,Q013,Q014,Q015,Q016,Q017,Q018,Q019,Q020,Q021,Q022,Q023,Q024,Q025
2022,5,F,1,3,1,1,2,1,,0,,,,,,,,2405801,JoÃ£o CÃ¢mara,24,RN,1,1,1,1,1087.0,1057.0,1068.0,1078.0,423.5,564.9,541.8,467.2,1,DDECDBEACCAEBEAEBBCCDDCBDDACBEACEABCEABEDADBA,CBECABBCDEACDCEDAAADBCDDAECBABAECBEBAEEDADEAB,BDECDAADCECCCDCCEBACBBAAAEECABABEECEBEEDCADBDBDBAA,BEEDAEABDDCEBDBAAAAACXCBCCCBCCDBDEECBDCABEECD,1.0,120.0,120.0,100.0,120.0,100.0,560.0,A,B,B,B,5,B,A,B,B,A,A,B,A,A,A,A,A,A,B,A,A,C,A,A,B
2022,2,F,1,1,1,2,0,2,1.0,0,3305109.0,SÃ£o JoÃ£o de Meriti,33.0,RJ,2.0,1.0,1.0,3305109,SÃ£o JoÃ£o de Meriti,33,RJ,1,1,1,1,1087.0,1057.0,1068.0,1078.0,514.7,507.4,436.4,395.6,0,DDECDBEACCAEBEAEBBCCDDCBDDACBEACEABCEABEDADBA,CBECABBCDEACDCEDAAADBCDDAECBABAECBEBAEEDADEAB,BDECDAADCECCCDCCEBACBBAAAEECABABEECEBEEDCADBDBDBAA,BEEDAEABDDCEBDBAAAAACXCBCCCBCCDBDEECBDCABEECD,1.0,80.0,120.0,80.0,120.0,100.0,500.0,G,D,D,B,8,B,A,B,C,A,A,B,A,B,A,B,A,A,B,A,A,E,A,B,B
2022,3,M,1,3,1,2,0,2,1.0,0,,,,,,,,5101803,Barra do GarÃ§as,51,MT,1,1,1,1,1087.0,1057.0,1068.0,1078.0,454.8,468.0,381.1,399.8,1,DDECDBEACCAEBEAEBBCCDDCBDDACBEACEABCEABEDADBA,CBECABBCDEACDCEDAAADBCDDAECBABAECBEBAEEDADEAB,BDECDAADCECCCDCCEBACBBAAAEECABABEECEBEEDCADBDBDBAA,BEEDAEABDDCEBDBAAAAACXCBCCCBCCDBDEECBDCABEECD,1.0,100.0,60.0,60.0,100.0,40.0,360.0,B,C,A,B,4,C,A,B,D,C,A,B,B,B,A,B,A,A,B,B,A,E,A,C,B
2022,3,M,1,1,1,2,0,2,1.0,0,,,,,,,,3201209,Cachoeiro de Itapemirim,32,ES,1,1,1,1,1087.0,1057.0,1068.0,1078.0,500.8,505.5,455.1,578.6,1,DDECDBEACCAEBEAEBBCCDDCBDDACBEACEABCEABEDADBA,CBECABBCDEACDCEDAAADBCDDAECBABAECBEBAEEDADEAB,BDECDAADCECCCDCCEBACBBAAAEECABABEECEBEEDCADBDBDBAA,BEEDAEABDDCEBDBAAAAACXCBCCCBCCDBDEECBDCABEECD,1.0,120.0,120.0,100.0,120.0,120.0,580.0,F,D,F,F,4,C,A,B,D,A,A,B,B,B,A,A,A,A,B,A,A,D,A,B,A
2022,3,F,1,1,1,2,0,3,1.0,0,2806701.0,SÃ£o CristÃ³vÃ£o,28.0,SE,4.0,1.0,1.0,2806701,SÃ£o CristÃ³vÃ£o,28,SE,1,1,1,1,1087.0,1057.0,1068.0,1078.0,481.9,445.4,483.8,594.9,0,DDECDBEACCAEBEAEBBCCDDCBDDACBEACEABCEABEDADBA,CBECABBCDEACDCEDAAADBCDDAECBABAECBEBAEEDADEAB,BDECDAADCECCCDCCEBACBBAAAEECABABEECEBEEDCADBDBDBAA,BEEDAEABDDCEBDBAAAAACXCBCCCBCCDBDEECBDCABEECD,1.0,140.0,140.0,140.0,120.0,140.0,680.0,H,E,D,B,2,C,A,B,C,A,A,B,A,B,A,A,A,A,B,A,A,C,A,B,B
2022,16,F,2,1,1,1,15,1,,0,,,,,,,,3304557,Rio de Janeiro,33,RJ,1,1,1,1,1087.0,1057.0,1068.0,1078.0,429.4,450.0,442.2,470.2,1,DDECDBEACCAEBEAEBBCCDDCBDDACBEACEABCEABEDADBA,CBECABBCDEACDCEDAAADBCDDAECBABAECBEBAEEDADEAB,BDECDAADCECCCDCCEBACBBAAAEECABABEECEBEEDCADBDBDBAA,BEEDAEABDDCEBDBAAAAACXCBCCCBCCDBDEECBDCABEECD,1.0,40.0,40.0,40.0,80.0,0.0,200.0,C,B,D,D,2,C,A,B,C,B,A,B,B,B,A,A,A,B,B,A,A,C,A,A,A
2022,3,M,1,1,1,3,0,1,,1,,,,,,,,2307304,Juazeiro do Norte,23,CE,1,1,1,1,1087.0,1057.0,1068.0,1078.0,552.6,580.7,592.7,445.2,1,DDECDBEACCAEBEAEBBCCDDCBDDACBEACEABCEABEDADBA,CBECABBCDEACDCEDAAADBCDDAECBABAECBEBAEEDADEAB,BDECDAADCECCCDCCEBACBBAAAEECABABEECEBEEDCADBDBDBAA,BEEDAEABDDCEBDBAAAAACXCBCCCBCCDBDEECBDCABEECD,1.0,100.0,140.0,120.0,120.0,200.0,680.0,F,F,D,F,8,D,A,C,D,B,A,B,A,B,A,B,A,A,B,A,A,B,A,B,B
2022,12,F,2,3,1,1,8,1,,0,,,,,,,,3143302,Montes Claros,31,MG,1,1,1,1,1087.0,1057.0,1068.0,1078.0,535.8,545.9,533.4,386.1,0,DDECDBEACCAEBEAEBBCCDDCBDDACBEACEABCEABEDADBA,CBECABBCDEACDCEDAAADBCDDAECBABAECBEBAEEDADEAB,BDECDAADCECCCDCCEBACBBAAAEECABABEECEBEEDCADBDBDBAA,BEEDAEABDDCEBDBAAAAACXCBCCCBCCDBDEECBDCABEECD,1.0,120.0,120.0,100.0,100.0,120.0,560.0,E,G,F,D,4,C,A,C,D,B,B,B,A,B,A,B,A,A,C,A,A,D,A,B,B
2022,4,F,1,2,1,1,1,1,,0,,,,,,,,3302858,Mesquita,33,RJ,1,1,1,1,1087.0,1057.0,1068.0,1078.0,480.0,524.2,543.9,454.8,1,DDECDBEACCAEBEAEBBCCDDCBDDACBEACEABCEABEDADBA,CBECABBCDEACDCEDAAADBCDDAECBABAECBEBAEEDADEAB,BDECDAADCECCCDCCEBACBBAAAEECABABEECEBEEDCADBDBDBAA,BEEDAEABDDCEBDBAAAAACXCBCCCBCCDBDEECBDCABEECD,1.0,120.0,140.0,120.0,120.0,100.0,600.0,E,E,B,B,4,A,A,B,C,A,A,B,A,B,A,B,A,A,B,A,A,C,B,B,B
2022,15,F,1,2,1,1,16,1,,0,,,,,,,,3304557,Rio de Janeiro,33,RJ,1,1,1,1,1087.0,1057.0,1068.0,1078.0,409.8,475.9,448.1,421.1,1,DDECDBEACCAEBEAEBBCCDDCBDDACBEACEABCEABEDADBA,CBECABBCDEACDCEDAAADBCDDAECBABAECBEBAEEDADEAB,BDECDAADCECCCDCCEBACBBAAAEECABABEECEBEEDCADBDBDBAA,BEEDAEABDDCEBDBAAAAACXCBCCCBCCDBDEECBDCABEECD,1.0,80.0,140.0,80.0,80.0,20.0,400.0,C,C,B,D,3,A,A,B,C,A,A,B,A,B,A,B,A,A,C,A,B,C,B,B,B
2022,4,F,0,3,1,2,0,2,1.0,0,4101804.0,AraucÃ¡ria,41.0,PR,2.0,1.0,1.0,4101804,AraucÃ¡ria,41,PR,1,1,1,1,1087.0,1057.0,1068.0,1078.0,481.9,498.9,447.6,427.1,0,DDECDBEACCAEBEAEBBCCDDCBDDACBEACEABCEABEDADBA,CBECABBCDEACDCEDAAADBCDDAECBABAECBEBAEEDADEAB,BDECDAADCECCCDCCEBACBBAAAEECABABEECEBEEDCADBDBDBAA,BEEDAEABDDCEBDBAAAAACXCBCCCBCCDBDEECBDCABEECD,1.0,120.0,120.0,140.0,120.0,140.0,640.0,E,F,C,D,4,E,A,B,C,B,A,B,B,B,A,B,A,A,B,A,B,E,A,B,B
2022,3,M,1,1,1,1,1,1,,0,,,,,,,,4317103,Sant'Ana do Livramento,43,RS,1,1,1,1,1087.0,1057.0,1068.0,1078.0,393.9,500.6,468.9,634.3,1,DDECDBEACCAEBEAEBBCCDDCBDDACBEACEABCEABEDADBA,CBECABBCDEACDCEDAAADBCDDAECBABAECBEBAEEDADEAB,BDECDAADCECCCDCCEBACBBAAAEECABABEECEBEEDCADBDBDBAA,BEEDAEABDDCEBDBAAAAACXCBCCCBCCDBDEECBDCABEECD,1.0,120.0,140.0,140.0,120.0,200.0,720.0,E,F,B,D,3,I,A,C,C,C,A,B,B,B,B,B,A,B,C,A,B,D,B,C,B
2022,3,F,1,3,1,2,0,2,1.0,0,5204904.0,Campos Belos,52.0,GO,1.0,1.0,1.0,5204904,Campos Belos,52,GO,1,1,1,1,1087.0,1057.0,1068.0,1078.0,443.3,511.4,459.4,622.9,0,DDECDBEACCAEBEAEBBCCDDCBDDACBEACEABCEABEDADBA,CBECABBCDEACDCEDAAADBCDDAECBABAECBEBAEEDADEAB,BDECDAADCECCCDCCEBACBBAAAEECABABEECEBEEDCADBDBDBAA,BEEDAEABDDCEBDBAAAAACXCBCCCBCCDBDEECBDCABEECD,1.0,120.0,160.0,140.0,160.0,160.0,740.0,E,G,D,D,4,H,B,C,D,C,A,B,B,B,A,B,A,A,C,A,B,D,B,B,B
2022,3,M,1,3,1,2,0,3,1.0,0,5003207.0,CorumbÃ¡,50.0,MS,4.0,1.0,1.0,5003207,CorumbÃ¡,50,MS,1,1,1,1,1087.0,1057.0,1068.0,1078.0,481.3,546.3,570.2,603.6,0,DDECDBEACCAEBEAEBBCCDDCBDDACBEACEABCEABEDADBA,CBECABBCDEACDCEDAAADBCDDAECBABAECBEBAEEDADEAB,BDECDAADCECCCDCCEBACBBAAAEECABABEECEBEEDCADBDBDBAA,BEEDAEABDDCEBDBAAAAACXCBCCCBCCDBDEECBDCABEECD,1.0,100.0,120.0,80.0,80.0,60.0,440.0,E,F,C,D,4,D,A,B,D,B,A,B,A,B,B,B,A,A,C,A,B,D,B,C,B
2022,4,M,1,2,1,1,1,1,,0,,,,,,,,3304557,Rio de Janeiro,33,RJ,1,1,1,1,1087.0,1057.0,1068.0,1078.0,527.9,483.9,524.3,528.9,0,DDECDBEACCAEBEAEBBCCDDCBDDACBEACEABCEABEDADBA,CBECABBCDEACDCEDAAADBCDDAECBABAECBEBAEEDADEAB,BDECDAADCECCCDCCEBACBBAAAEECABABEECEBEEDCADBDBDBAA,BEEDAEABDDCEBDBAAAAACXCBCCCBCCDBDEECBDCABEECD,1.0,80.0,120.0,100.0,80.0,80.0,460.0,E,E,C,B,4,F,A,C,C,C,A,C,C,B,A,A,A,B,C,A,B,E,A,B,B
2022,1,M,1,2,1,3,0,1,,1,,,,,,,,2111102,SÃ£o JoÃ£o dos Patos,21,MA,1,1,1,1,1087.0,1057.0,1068.0,1078.0,368.5,373.8,313.7,400.4,1,DDECDBEACCAEBEAEBBCCDDCBDDACBEACEABCEABEDADBA,CBECABBCDEACDCEDAAADBCDDAECBABAECBEBAEEDADEAB,BDECDAADCECCCDCCEBACBBAAAEECABABEECEBEEDCADBDBDBAA,BEEDAEABDDCEBDBAAAAACXCBCCCBCCDBDEECBDCABEECD,6.0,0.0,0.0,0.0,0.0,0.0,0.0,B,B,A,A,5,A,A,B,D,A,B,B,A,A,A,A,A,A,B,A,B,C,A,A,B
2022,11,M,1,1,1,1,8,1,,0,,,,,,,,2704302,MaceiÃ³,27,AL,1,1,1,1,1087.0,1057.0,1068.0,1078.0,595.3,593.6,569.1,443.7,0,DDECDBEACCAEBEAEBBCCDDCBDDACBEACEABCEABEDADBA,CBECABBCDEACDCEDAAADBCDDAECBABAECBEBAEEDADEAB,BDECDAADCECCCDCCEBACBBAAAEECABABEECEBEEDCADBDBDBAA,BEEDAEABDDCEBDBAAAAACXCBCCCBCCDBDEECBDCABEECD,1.0,100.0,120.0,120.0,120.0,140.0,600.0,D,E,D,D,3,D,A,C,D,B,A,B,A,B,A,A,A,A,C,A,A,D,A,B,B
2022,17,M,3,3,2,1,0,1,,0,,,,,,,,1302603,Manaus,13,AM,1,1,1,1,1087.0,1057.0,1068.0,1078.0,388.5,439.2,401.5,452.2,1,DDECDBEACCAEBEAEBBCCDDCBDDACBEACEABCEABEDADBA,CBECABBCDEACDCEDAAADBCDDAECBABAECBEBAEEDADEAB,BDECDAADCECCCDCCEBACBBAAAEECABABEECEBEEDCADBDBDBAA,BEEDAEABDDCEBDBAAAAACXCBCCCBCCDBDEECBDCABEECD,1.0,100.0,120.0,80.0,100.0,80.0,480.0,B,B,A,A,1,B,A,B,B,A,A,B,A,A,A,A,A,A,B,A,A,B,A,A,B
2022,5,M,1,3,1,1,1,1,,0,,,,,,,,3106200,Belo Horizonte,31,MG,1,1,1,1,1087.0,1057.0,1068.0,1078.0,552.6,581.1,613.6,655.8,1,DDECDBEACCAEBEAEBBCCDDCBDDACBEACEABCEABEDADBA,CBECABBCDEACDCEDAAADBCDDAECBABAECBEBAEEDADEAB,BDECDAADCECCCDCCEBACBBAAAEECABABEECEBEEDCADBDBDBAA,BEEDAEABDDCEBDBAAAAACXCBCCCBCCDBDEECBDCABEECD,1.0,140.0,180.0,140.0,180.0,160.0,800.0,D,F,B,B,3,H,A,C,C,B,A,B,A,B,A,B,A,B,C,A,A,D,B,C,B
2022,3,F,1,1,1,2,0,2,1.0,0,5103403.0,CuiabÃ¡,51.0,MT,2.0,1.0,1.0,5103403,CuiabÃ¡,51,MT,1,1,1,1,1087.0,1057.0,1068.0,1078.0,410.2,470.4,333.1,469.0,1,DDECDBEACCAEBEAEBBCCDDCBDDACBEACEABCEABEDADBA,CBECABBCDEACDCEDAAADBCDDAECBABAECBEBAEEDADEAB,BDECDAADCECCCDCCEBACBBAAAEECABABEECEBEEDCADBDBDBAA,BEEDAEABDDCEBDBAAAAACXCBCCCBCCDBDEECBDCABEECD,1.0,100.0,120.0,80.0,100.0,40.0,440.0,E,C,C,B,3,E,A,E,D,B,A,C,A,B,A,B,A,A,D,B,A,C,B,B,B
2022,4,F,1,3,1,1,2,1,,0,,,,,,,,2503704,Cajazeiras,25,PB,1,1,1,1,1087.0,1057.0,1068.0,1078.0,491.5,624.0,611.3,510.5,0,DDECDBEACCAEBEAEBBCCDDCBDDACBEACEABCEABEDADBA,CBECABBCDEACDCEDAAADBCDDAECBABAECBEBAEEDADEAB,BDECDAADCECCCDCCEBACBBAAAEECABABEECEBEEDCADBDBDBAA,BEEDAEABDDCEBDBAAAAACXCBCCCBCCDBDEECBDCABEECD,1.0,120.0,180.0,120.0,140.0,120.0,680.0,E,G,D,E,3,O,C,D,C,B,A,C,B,B,A,B,A,B,C,A,B,D,A,D,B
2022,3,M,1,0,1,2,0,2,1.0,0,,,,,,,,2913606,IlhÃ©us,29,BA,1,1,1,1,1087.0,1057.0,1068.0,1078.0,413.0,358.5,418.7,434.2,0,DDECDBEACCAEBEAEBBCCDDCBDDACBEACEABCEABEDADBA,CBECABBCDEACDCEDAAADBCDDAECBABAECBEBAEEDADEAB,BDECDAADCECCCDCCEBACBBAAAEECABABEECEBEEDCADBDBDBAA,BEEDAEABDDCEBDBAAAAACXCBCCCBCCDBDEECBDCABEECD,6.0,0.0,0.0,0.0,0.0,0.0,0.0,B,E,D,B,3,B,A,B,B,A,A,B,A,B,A,A,A,A,B,A,A,B,A,A,B
2022,2,M,1,2,1,2,0,3,1.0,0,,,,,,,,2927408,Salvador,29,BA,1,1,1,1,1087.0,1057.0,1068.0,1078.0,595.0,593.2,375.2,367.4,0,DDECDBEACCAEBEAEBBCCDDCBDDACBEACEABCEABEDADBA,CBECABBCDEACDCEDAAADBCDDAECBABAECBEBAEEDADEAB,BDECDAADCECCCDCCEBACBBAAAEECABABEECEBEEDCADBDBDBAA,BEEDAEABDDCEBDBAAAAACXCBCCCBCCDBDEECBDCABEECD,1.0,100.0,120.0,100.0,100.0,0.0,420.0,D,D,B,B,3,D,A,B,C,A,A,B,A,A,A,A,A,A,B,A,A,C,A,A,B
2022,5,M,1,1,1,1,2,1,,0,,,,,,,,2408003,MossorÃ³,24,RN,1,1,1,1,1087.0,1057.0,1068.0,1078.0,492.0,528.4,539.3,455.2,0,DDECDBEACCAEBEAEBBCCDDCBDDACBEACEABCEABEDADBA,CBECABBCDEACDCEDAAADBCDDAECBABAECBEBAEEDADEAB,BDECDAADCECCCDCCEBACBBAAAEECABABEECEBEEDCADBDBDBAA,BEEDAEABDDCEBDBAAAAACXCBCCCBCCDBDEECBDCABEECD,1.0,140.0,140.0,120.0,120.0,80.0,600.0,E,G,C,D,6,E,A,C,D,B,B,B,A,B,A,B,A,A,B,A,A,C,A,B,B
2022,4,M,1,1,1,2,0,2,1.0,0,,,,,,,,2211001,Teresina,22,PI,1,1,1,1,1087.0,1057.0,1068.0,1078.0,403.8,369.1,356.8,369.7,1,DDECDBEACCAEBEAEBBCCDDCBDDACBEACEABCEABEDADBA,CBECABBCDEACDCEDAAADBCDDAECBABAECBEBAEEDADEAB,BDECDAADCECCCDCCEBACBBAAAEECABABEECEBEEDCADBDBDBAA,BEEDAEABDDCEBDBAAAAACXCBCCCBCCDBDEECBDCABEECD,6.0,0.0,0.0,0.0,0.0,0.0,0.0,D,D,F,F,4,B,A,B,C,A,A,B,A,B,A,A,A,A,B,A,A,D,A,A,B
2022,11,M,1,3,1,1,0,1,,0,,,,,,,,4113700,Londrina,41,PR,1,1,1,1,1087.0,1057.0,1068.0,1078.0,453.7,498.9,470.4,378.5,0,DDECDBEACCAEBEAEBBCCDDCBDDACBEACEABCEABEDADBA,CBECABBCDEACDCEDAAADBCDDAECBABAECBEBAEEDADEAB,BDECDAADCECCCDCCEBACBBAAAEECABABEECEBEEDCADBDBDBAA,BEEDAEABDDCEBDBAAAAACXCBCCCBCCDBDEECBDCABEECD,1.0,120.0,40.0,40.0,120.0,40.0,360.0,A,B,C,B,2,B,A,B,C,A,A,B,A,B,A,B,A,A,C,B,A,C,B,B,B
2022,15,M,1,1,1,1,0,1,,0,,,,,,,,3306107,ValenÃ§a,33,RJ,1,1,1,1,1087.0,1057.0,1068.0,1078.0,438.2,475.4,597.3,636.6,0,DDECDBEACCAEBEAEBBCCDDCBDDACBEACEABCEABEDADBA,CBECABBCDEACDCEDAAADBCDDAECBABAECBEBAEEDADEAB,BDECDAADCECCCDCCEBACBBAAAEECABABEECEBEEDCADBDBDBAA,BEEDAEABDDCEBDBAAAAACXCBCCCBCCDBDEECBDCABEECD,1.0,180.0,160.0,180.0,200.0,200.0,920.0,A,A,A,B,4,C,A,B,D,A,A,B,A,A,A,A,A,A,B,A,A,E,A,A,B
2022,13,M,1,1,1,1,6,1,,0,,,,,,,,2211308,ValenÃ§a do PiauÃ­,22,PI,1,1,1,1,1087.0,1057.0,1068.0,1078.0,429.6,342.1,398.9,356.5,1,DDECDBEACCAEBEAEBBCCDDCBDDACBEACEABCEABEDADBA,CBECABBCDEACDCEDAAADBCDDAECBABAECBEBAEEDADEAB,BDECDAADCECCCDCCEBACBBAAAEECABABEECEBEEDCADBDBDBAA,BEEDAEABDDCEBDBAAAAACXCBCCCBCCDBDEECBDCABEECD,4.0,0.0,0.0,0.0,0.0,0.0,0.0,C,E,A,D,4,C,A,C,D,B,A,B,A,A,A,A,A,A,B,A,A,B,A,A,A
2022,10,F,1,2,1,1,7,1,,0,,,,,,,,2504009,Campina Grande,25,PB,1,1,1,1,1087.0,1057.0,1068.0,1078.0,426.6,614.9,602.0,612.6,0,DDECDBEACCAEBEAEBBCCDDCBDDACBEACEABCEABEDADBA,CBECABBCDEACDCEDAAADBCDDAECBABAECBEBAEEDADEAB,BDECDAADCECCCDCCEBACBBAAAEECABABEECEBEEDCADBDBDBAA,BEEDAEABDDCEBDBAAAAACXCBCCCBCCDBDEECBDCABEECD,1.0,160.0,180.0,160.0,180.0,200.0,880.0,C,A,A,A,6,B,A,B,C,A,A,B,A,A,A,A,A,A,B,A,A,D,A,B,B
2022,2,F,1,3,1,2,0,2,1.0,0,1302603.0,Manaus,13.0,AM,2.0,1.0,1.0,1302603,Manaus,13,AM,1,1,1,1,1087.0,1057.0,1068.0,1078.0,506.6,530.9,539.2,494.1,0,DDECDBEACCAEBEAEBBCCDDCBDDACBEACEABCEABEDADBA,CBECABBCDEACDCEDAAADBCDDAECBABAECBEBAEEDADEAB,BDECDAADCECCCDCCEBACBBAAAEECABABEECEBEEDCADBDBDBAA,BEEDAEABDDCEBDBAAAAACXCBCCCBCCDBDEECBDCABEECD,1.0,160.0,200.0,160.0,160.0,120.0,800.0,E,D,B,C,4,C,A,C,D,A,A,C,A,B,A,B,A,A,C,A,A,D,A,B,B
2022,14,F,3,2,1,1,10,1,,0,,,,,,,,2309706,Pacatuba,23,CE,1,1,1,1,1087.0,1057.0,1068.0,1078.0,426.8,345.4,378.9,385.5,1,DDECDBEACCAEBEAEBBCCDDCBDDACBEACEABCEABEDADBA,CBECABBCDEACDCEDAAADBCDDAECBABAECBEBAEEDADEAB,BDECDAADCECCCDCCEBACBBAAAEECABABEECEBEEDCADBDBDBAA,BEEDAEABDDCEBDBAAAAACXCBCCCBCCDBDEECBDCABEECD,1.0,120.0,120.0,120.0,120.0,120.0,600.0,B,B,A,A,2,B,A,B,C,A,A,B,A,A,A,A,A,A,B,A,A,C,A,B,B
2022,3,M,1,3,1,1,1,1,,0,,,,,,,,1501402,BelÃ©m,15,PA,1,1,1,1,1087.0,1057.0,1068.0,1078.0,584.8,567.6,566.2,595.7,0,DDECDBEACCAEBEAEBBCCDDCBDDACBEACEABCEABEDADBA,CBECABBCDEACDCEDAAADBCDDAECBABAECBEBAEEDADEAB,BDECDAADCECCCDCCEBACBBAAAEECABABEECEBEEDCADBDBDBAA,BEEDAEABDDCEBDBAAAAACXCBCCCBCCDBDEECBDCABEECD,1.0,120.0,200.0,160.0,160.0,200.0,840.0,F,F,E,D,5,G,A,D,D,B,A,B,A,B,A,A,A,B,B,A,B,E,A,B,B
2022,3,M,1,1,1,2,0,3,1.0,0,4118204.0,ParanaguÃ¡,41.0,PR,4.0,1.0,1.0,4118204,ParanaguÃ¡,41,PR,1,1,1,1,1087.0,1057.0,1068.0,1078.0,412.1,494.8,458.3,516.8,0,DDECDBEACCAEBEAEBBCCDDCBDDACBEACEABCEABEDADBA,CBECABBCDEACDCEDAAADBCDDAECBABAECBEBAEEDADEAB,BDECDAADCECCCDCCEBACBBAAAEECABABEECEBEEDCADBDBDBAA,BEEDAEABDDCEBDBAAAAACXCBCCCBCCDBDEECBDCABEECD,1.0,80.0,120.0,120.0,100.0,0.0,420.0,E,E,C,B,2,D,A,B,C,A,A,B,B,B,A,B,A,B,C,A,B,C,A,B,B
2022,3,F,1,1,1,1,1,1,,0,,,,,,,,2111300,SÃ£o LuÃ­s,21,MA,1,1,1,1,1087.0,1057.0,1068.0,1078.0,390.9,419.8,461.1,557.1,0,DDECDBEACCAEBEAEBBCCDDCBDDACBEACEABCEABEDADBA,CBECABBCDEACDCEDAAADBCDDAECBABAECBEBAEEDADEAB,BDECDAADCECCCDCCEBACBBAAAEECABABEECEBEEDCADBDBDBAA,BEEDAEABDDCEBDBAAAAACXCBCCCBCCDBDEECBDCABEECD,1.0,140.0,160.0,120.0,140.0,120.0,680.0,G,G,D,C,3,I,B,E,D,B,A,B,A,B,A,A,A,A,B,A,A,D,A,D,B
2022,1,F,1,3,1,3,0,1,,1,,,,,,,,1500800,Ananindeua,15,PA,1,1,1,1,1087.0,1057.0,1068.0,1078.0,442.9,480.2,401.8,414.6,1,DDECDBEACCAEBEAEBBCCDDCBDDACBEACEABCEABEDADBA,CBECABBCDEACDCEDAAADBCDDAECBABAECBEBAEEDADEAB,BDECDAADCECCCDCCEBACBBAAAEECABABEECEBEEDCADBDBDBAA,BEEDAEABDDCEBDBAAAAACXCBCCCBCCDBDEECBDCABEECD,4.0,0.0,0.0,0.0,0.0,0.0,0.0,H,E,D,D,3,D,A,C,C,A,A,B,A,B,A,B,A,A,B,A,A,D,A,B,B
2022,2,M,1,3,1,3,0,1,,1,,,,,,,,1500800,Ananindeua,15,PA,1,1,1,1,1087.0,1057.0,1068.0,1078.0,433.5,495.8,306.7,541.8,0,DDECDBEACCAEBEAEBBCCDDCBDDACBEACEABCEABEDADBA,CBECABBCDEACDCEDAAADBCDDAECBABAECBEBAEEDADEAB,BDECDAADCECCCDCCEBACBBAAAEECABABEECEBEEDCADBDBDBAA,BEEDAEABDDCEBDBAAAAACXCBCCCBCCDBDEECBDCABEECD,1.0,140.0,180.0,160.0,180.0,140.0,800.0,D,E,D,C,2,B,A,B,C,A,A,B,B,B,A,A,A,A,C,B,A,C,A,B,B
2022,3,M,1,1,1,2,0,3,1.0,0,2507507.0,JoÃ£o Pessoa,25.0,PB,4.0,1.0,1.0,2507507,JoÃ£o Pessoa,25,PB,1,1,1,1,1087.0,1057.0,1068.0,1078.0,562.9,538.1,537.5,567.6,1,DDECDBEACCAEBEAEBBCCDDCBDDACBEACEABCEABEDADBA,CBECABBCDEACDCEDAAADBCDDAECBABAECBEBAEEDADEAB,BDECDAADCECCCDCCEBACBBAAAEECABABEECEBEEDCADBDBDBAA,BEEDAEABDDCEBDBAAAAACXCBCCCBCCDBDEECBDCABEECD,1.0,120.0,120.0,120.0,160.0,160.0,680.0,F,F,E,E,6,I,D,D,D,C,A,B,B,B,A,B,A,A,C,A,A,C,A,B,B
2022,3,M,1,3,1,2,0,3,1.0,0,2930105.0,Senhor do Bonfim,29.0,BA,4.0,1.0,1.0,2930105,Senhor do Bonfim,29,BA,1,1,1,1,1087.0,1057.0,1068.0,1078.0,533.5,473.3,479.0,628.7,0,DDECDBEACCAEBEAEBBCCDDCBDDACBEACEABCEABEDADBA,CBECABBCDEACDCEDAAADBCDDAECBABAECBEBAEEDADEAB,BDECDAADCECCCDCCEBACBBAAAEECABABEECEBEEDCADBDBDBAA,BEEDAEABDDCEBDBAAAAACXCBCCCBCCDBDEECBDCABEECD,1.0,120.0,180.0,120.0,120.0,100.0,640.0,F,E,E,F,3,B,A,B,E,A,A,B,B,A,A,A,A,A,B,A,A,C,A,A,B
2022,4,F,1,3,1,1,1,1,,0,,,,,,,,2604106,Caruaru,26,PE,1,1,1,1,1087.0,1057.0,1068.0,1078.0,519.2,580.5,550.4,372.4,1,DDECDBEACCAEBEAEBBCCDDCBDDACBEACEABCEABEDADBA,CBECABBCDEACDCEDAAADBCDDAECBABAECBEBAEEDADEAB,BDECDAADCECCCDCCEBACBBAAAEECABABEECEBEEDCADBDBDBAA,BEEDAEABDDCEBDBAAAAACXCBCCCBCCDBDEECBDCABEECD,1.0,120.0,180.0,120.0,160.0,140.0,720.0,B,E,B,B,3,B,A,B,C,A,A,B,A,A,A,A,A,A,B,A,A,B,A,B,B
