NU_INSCRICAO,TX_RESPOSTAS_CN,TX_RESPOSTAS_CH,TX_RESPOSTAS_LC,TX_RESPOSTAS_MT
210056551349,ABCAADAAACACDBADDDBCBABAAABBBABABCCBACCCABADB,DAECCADCDADACDBCDCACBCEBABADBCBCEEBABDCBCAEDA,ABDDEBBADADEEBDCBCCADAACCAABABECEADEABEAAECAE,CBCAAABCCBBBBACADCBBACBBDBAACBBAACCDABABBBBAD
210057343170,BDDDCCCBDAEDBDEACCCBBBDABBAADCAEDEECDBBCEABCD,CECACADBEEBBBDDBAEABCBBCAEBDADBADBCDECECBCACC,CDBEDCEAEBBDBDCAABECECEAEECDBDEAEACBACBCDABCC,CBBCAECEADCCBEAEDCABCBCAADDCACEDBCEAEBDAAEEAD
210057345880,AACDBABCEBDBBDBDEDEAECBDECECBADAADECABBDCDABE,ACBBADAEDCEDBACEBCBABCDBCEDACECAADEEBDDDBCEAB,CBADEBBCDAACBDDCCDAADEACADDACADEBBCADCEEBDDCB,BCDDACECBADBDBBEBDCAACDBEEBBCABCABCDBBCDACBDE
210054983001,,,,
210057064306,BDEBDECDEAACABACCBAACDDCBBBABABCCBDCAACCEADCD,DBDAAADBDECBEDDAAEABEBACEEEDEDDADBEEECCEBECCD,ACDEABAAEDBDBDEEAAECCBAAAECABEEDBACBBDBADACCB,CABCEDCAADCCBEACDEECCCBABDCCAEEEBBDCCBCCEEDBC
210057607638,ADDBABAEDCBDBCADBBBCCAADAEDEEADBAAEEBEDCCDBBD,BABABCEAADECAACDABEBADDAEABDAAEDEABAAABDBAAED,ADD*DDDBCDDAAECCEDEABAEACDBABAAADDADDEBDDCADD,EEDAAEEEACAEEAACAAAAECEABEAEDABEECCEBABADABAC
210057141673,CDDBAECCCAEEBAEBCDAABACDCBAABCBDACDCADEBDAEAC,DBCDAACECECABAEECCACDEDCAAADBBBAEACAEDAABBADA,AAEEACCBBDBEBDAEAAACCEEADBEACCEADACCBAEBDECCB,ECEBBAEADBEBBBDBDCBBEDBDACCBDEACCABDDBAEBDCAD
210057704275,EACADDBEBDEBAACDBAECDACDABCECCDEBCEABBCAEADDB,DBEBEABEDEBAECEDDAABADEBAEEBCBDEAADEBECDECCAE,EAEBAEEDABABDEBAACCEEDECCBAABABADECCACDAACDAA,DCAAEDCEEEABDECBAEDABCDEABCDBCABAAEDCDEABCDDC
210057577844,,,,
210057917794,EEBBBAECE*BDDEDAEDBDDCBBCACDCBADCACAEDDBAAABD,BBACDCEABDACDCBDAABBCCDDABBBABEEBBDDAECADACAB,BDEDDCE*DECECDABBCDAAEEABCAAECEBCEDBCEBDBCBAA,EAACAECCDDACBBADAEAABCECEADBBACACDEABDBEBAEBE
210057729811,CAAADBCDBBDDAACDAADCBCECCBBDECCEBDBEACCDBABCC,CCABAADADBBABCDADAABCCADBEEEDBADBCBCDACAECECA,ECCAABCEADBBDDCAADCADAAABDABDABEADABACDBDAEAC,DBDEDBBEBCEBDAEDCABEEADABBBABEDBABDAAECDEAEAE
210055020807,,,,
210055122352,DEBCDDBABBAAAEBBBAEEACCAEBBAECBBACEE*DCCDADBE,DCABCADBBDAEECBEBCABADDAAAABEECAACDDBEADCBDED,DDEACEEAADACBDBEBACEEACEBCBBDACAEDACADEDBAADA,CBEAADDDCCAAAEECDACBEECBCCAACDABAEECCBEBCBDCC
210055317037,,,,
210054811658,,,,
210056692321,EDDBCCCCDAEEBAADCBACCCDDEAECBEBACBEBACEDCBBDA,AEDAAAECDECBACDBCEABBDDCBCEDBABAAEDDEDBBBCDEA,CDBEDCAABDBDBEDDEEAEECEAAADDBEECEACBBADBEACCB,CEDCADEEDBBCABDDBAECBEACADEBCACAEBDAECADCCDAB
210056176078,EDBBDBCEBB..CCABBDEECCEEBCAAEDEACCEBDDDBDBBAC,DEAECBEADEBBECBBDBEBCDDBAEEBEBBADECAAEEDDBACD,DDBDEECEADAEDDEABECDBECDCCBAAECEADDEADADDABEE,BCCCEDDBEBECCCADBBAABADDCDDBDDCEBABCDECECDABC
210054651563,,,,
210056724730,,,,
210054541542,EADDCDBAABDBCABCABACBCCEABEBCBCEBCECDEDBDEEBC,AEABCECAECABDCBEDEABCCDAAEEDCBDACDCAAECDACDCE,BDBDEEDEAEACBDEBAACCDEBECCBEDDEAADCCCDAEBEECC,ABCCABDCECACBBBADECBBBBCCABBDCEADBCAAECACEABE
210056720352,ECBDAEADAABBEAADBABABCCABBBACEBEBADCEBDDDEABA,DCABEEDADBAAECBECBEBADDBAADBBEDAEACDDBCDCAACA,ADBDEDABAEBBBDBABCCDDDCECECBBAAAADECACADBDECE,ABADCAABECECDDEBCADCCEDCBBBCBBABDDBEABBDEDCAC
210056579095,ABDDCBABAABEDECDBDCECDADBEDBCAADEDBAEECABEBDE,ECBABCDDAEEBADCCCEDDAACDADADACBEDACABBECABAEB,DBDDBCEBCADADEAADDABEACBCEBEDEEACBECDBAEBCEBA,BAEDADAEDAAECDBDEACBBEABCDBAEEBBABAEEEBDAACCE
210055773297,EBEDCECABACBDAABABADBDAACABBECAADEAAEACAEBAAA,DEABCADADBAAEBBEBDCBEDDAAAEBDBCADAECBBCDDBACE,EEAAACDBABBABDCADCDCBACCCCCBEDCADDADAAADBDEEE,ABAAEEEEEEECEEEAAAAAEABAAAAABABBBBBBBBBAEDEBE
210055674841,EBDEBEDACDBBAEDBCEBCDBBDEADCAEBADBADBDCDCCDBE,CBACDEBBDEDCEEBAAAADCBDDBBEEABEEBACCAADCBDEAB,CACAECCDDBDADAEBBBAAEECABACABCEDCCDDCDEACDBEA,EBACEAAADCDBDEDDBDCBBDAACBDAEEAECDBEDDCABDDDD
210054698615,ADCDEEDDACCEBDADBCCEABCABDCEBBCEECDCAABBDCDCB,BAACEDDCDEACECECEADDBACDCDBBEBDCBCEEABDD.DEAB,EACCBCCBDBCAADCBDCDAEEDCBDBACCEBAADEEDECBDCEC,CBCACCECADBBDBECBDCBDEAEBBDACCAEDCDACCEDAEBBE
210055890131,DCDCDBAEDCAABBBBEDCCCBDBDEAEBBACCADEAADADECBB,ECBDBCDDCAEBAEAACDEBACADDCEDABECDAEABBBDAAEBB,DECDBDBBCACADAAABDCCECEEABBAEEEABDBCCCAEEEDBB,BBEDACACDCBCBBDDCEACEDEABBDBCCABBCDCBBCBCABDE
210056723425,,,,
210056826665,ACDADCEBDCBCBCCEEDECADCCCABCBBCEDDBDBAEECDCBB,DADDBAEECBCCBECBDEBEBCEDDADDEEECCCCACAEABBEDD,EEB*BDBBBACADCCBDDECAACADDDEEEDAABCCACABBACBB,BEDCABABACBDBEDCDDDCDDAAEBDCBCDEADDCCEEAEEDBE
210057322063,,,,
210056965276,EBBDDBCAACCBBEBEDDEECDADDCCABCABCBBEABACAEAAB,EADCACDDABACEDEDDCAEBDEDBEAACBCECBBEAADCADEAC,ABACECCADCABABCEAAEADEEBBADDEACBAEAEDBEDDBEED,DAEABECDAEEDDEECDEBCBDECADCACEABEDBECAAECAADB
210056842907,,,,
210054608117,,,,
210055860515,,,,
210054491529,,,,
210054674182,,,,
210057150629,BDBCECDDAAEABBEEDBABBADCABBADADAECBCABCCCACBC,BEDDAAEBEEEEACABDDACDCCBBAEECBEABEEDBDEEBCECE,CCBEDCAECDECBADAABABCBDCCBEEACEBBACBCDBEEBCEA,CECCAEBAEDCDCCDEDBACECBEDDBAAAEBBABEACDACEEEB
210056807265,,,,
210054968361,ABACEABEBBDDDDDBDCEEEDECBDCC.BADCDDBDCAECCDCE,BEACDBEBEEACDCECAABDDCDDBECADBEEBBDDBEEDBDEAB,AACAECCBDEDCBDCCAABAEEAABAAACCEEEACCADADBDBEA,BCDDDBBADEBBBECBDCCEBCCDCBBACAAACEBAEDCEBACBE
210055568363,CDCDCCCCDAADABABECDEDAEBEBAEBECBCAECEDCBEDCCD,CECAAADBAECBEDDAAEABCADCDEEDACBABBDDECBEBEACD,BCDEACAABDBDDEDCABEDCCAACECACEEABACBBCBADCCCC,BECCBDCBADBCBEABDDDBCECAECDBDDAECCEBCBDAAECDD
210056159908,ADEBDABBEDABCCEAABDCABCDEDCBABABCDEEDCBAABCDE,ABAADEADDECACDDDAEABDADCAADCBCBAEEBABCDECAACE,AABCEDEADDBDBDCDCDD*EABABCBACECBCADEABACDECCC,ACBEEDEDBCBBBACAAAADBECDADBDADEECADEBBDADECAB
210056270995,ABCADDCABBBDAACBBBBCACCDAECCABDECABAACBABAABD,BABEEADAACEDBCABAECBEABABDCDAACCECADAACBAACCE,EDBEABEBBEABEABADDABCAECAABC*BABECABAEEDACDAD,ABCABAAEEBBAABACAAEBCABAAABCBAEAABACADEBADBAB
210054503990,,,,
210054642023,EBBBECDBCCBDDCBCAADCBCDCCBDECEEEEBECDDDCBCADB,BAABAADDDADBDCEDAAADCBDDBDACCBDEAADBADBECBEAC,CBACEBCDDAECDCCCDCDABCEEDCEDEAEDACDACDECDDCEB,ADABCABCCCABDBEBCDCEBDCBDBDBCABCDECABABDBDBCB
210055144101,BADDEDBACBDAEDBBECEBDEBBADBEABDECADCBCCDEBCBD,EADBCCBEDCBBCEDBBDDBAEBAAEAAAEBEABDDDCCBEAEBB,DDBDEBABEABADAACDDCEBBCECBEAECCEDBECECAEACBEB,CBCEDCCEBEBEAACADDDDACBADBBCDEBEABCAEBCBDDEBA
210055421015,BECAADACECADBCDCBCEDACECABCACDBAACDCBBDECABCA,ACDEECEEABCCDCEDBAEBADEAADBDCBBBCDAEADDAEBCEB,BBDDECCADCCBDABBABAAEEEBBDDBCBEBAECBEDBDABAEB,ADBBCBADEECBAECECADEACBCEABDBCCECDEABACBBACDB
210057401344,ADADDCEBABACBCDBCBECADABAABEDDBBCCADBEAEEBBCA,EBEEBCEDBEDBBBBBCECDADCCDADBEABDBCAEEDBCCADBE,DBDDBDDBBACADCEAAEBEECEAADBECBBABDBCECCADBEDC,BEEAACDCDBBEBACBADDBCEEACADBCABECDDCADBEDAABA
210057042147,DBEEDACEADDCDACBBEEDCCCBABBCDEBAADAEDECAAAECB,DCAEEBAABBBDABBDAAABDDDBADDABCCDBAEAEDDDDACBE,DEDACBCAABAADBEADACDABCDAEAEEBCCEADDAAAEAABEA,DCCABDAEDEDDCEEBDCBAEADBDEEDAAEACCCDCACDEAECC
210055790983,ABDBACABACECBBBAADCCDACACEAEBDBECABAECCADEABC,EBBABADDABCCADBABEACADAEDCDDEDDCDABACABDEAEEA,CBDABADABCDABADABD.BAADCCBDACEDACBEABEACECECB,BABCAECBDCCABECBEBACBABABCAEABDEABABEBACDCCBD
210057663405,,,,
210055431310,,,,
210055258609,BBCBDEADDEDABDBCCDADDECACABDBBBCBCBDBBDBEBDBD,DEACADCABBBEDBDDEAABACEDAAEEBDDAEDCDCDCEDEDBE,EACABECEDBCBDAECDBCDAAABBCAAAECAEDEBDDBEBCBCD,CBDDECBEEADDDABDECDEDCBEEABABDBDDAADDBCDBCBCC
210057193005,ACBCACCEEEEECDABCCCEEDBCBCABBBECADEDEDDCACDCD,CCCCAEECDDEBEBBBABAADCDCEAADEBCAEECCBCCABACCA,CADCDCABDDBDDDABAAACECCADADEABECCACECAEEBBCCE,CBBABDEDBDBCBAAEDBBDEDBBEEAABCDBDBDBACCEDEDAC
210057762138,EDBCBAEBCBECEDCAAABDBABDCEEEBCAAABDCBEDACDABD,ABBCAEBEDCACDABDACAECBBBCEAADBADBECCAAAEBCDAB,BDEBDCCCDACBBBCCAEBBEECABAEAECEBEEEEAABABDEAC,CDCCCBBBADBBBDCEBECDCBECACEBDDCECBEBBDAECDABE
210054507551,,,,
210057251633,DBDDABABCABABCEEBDCEABEDEEBDBABBCADDDAECBEBEB,BEEABCDACBDCADAEAACCAACDBDEDCDECDAAACDEEDAAEC,EBBAADDDCACAAAAAADADEACABACACCDAADACBAADDDCBE,BEEAACBBABEADBBCEDBEDDEABDCDAEAE.CBACDECADCCA
210056886103,,,,
210056992663,BCBDBCBAAAEBCEBBCDEDDBEEBCEBADDABDECCDDADACAE,DBEEABEDBAABDAEAAAAEDADDAEDEABDEBBBBACAABBCAB,EAACCCCBDADBBCEBBCDAEECDBACACCCBEDDABCBDBDBAD,ECEDDDDABAECEDDBBDACCCDDBDBAECEAAEDBAECADCDBB
210057716882,,,,
210056205208,,,,
210056591971,BDEEAECDEAAACAECDBDEBEBDBCACDBCDDABCABEDDBDDB,CEAAADCEEDBEDAADDAACECAEEBDDCEDAEDCDEDADBEACE,BEDEDCCDADBDECCDEBADEDCEDDAABDDADACDDBDBBEBCE,BEBBDDCBCCDDDECDACAECDBDACEEACDBDBDDEBDBAEAED
210056056022,BDDECCADEAEEBBEADBADCBDCBBBCBBBCADECBBDBEBDDA,BBCAAAEBBDCBADDBAEABEBDCEEADEDDABDDDECEEBBAEA,AADEACAAEDEEBEACABAABEAAEADDDEEAAACCACBADACCC,CBBCBDEECABCBDABDCBBBDEDBDCABCEEBCDBBBCAEEEEB
210055249469,CADBBCCEBCAECDAADDACDDDDDDBBBBAEBEDCCDDAABECE,CBACBABDEBEEAACDCDEAAECBEBCAADCBCDBEACEADBECA,BDAACBEBBEABBADCCBDADAACDABCDEBCCACEECAADBCEC,CDDBBDAAADBCEECDECBECADBBEAAAACBAADBEBDABECBA
210057011309,,DEABCADEECADEBBEBACBADDAAEDBEBCACABCBECADBBCE,EACAEECEABCBDBABBDCDBAEEBCCBDECECECDAEAEEDBAA,
210055716758,ADBDDABAABCEEEACEBDEABBCEBCCBECAEBEAADCCCDDCA,CBECDCBDDEACCCECAAADCBDEBECAEBDECBDCACEDADEAB,BDEDCCCCDACCBACBADAAEECABACAEAEBAEDCAEBDBDBAD,ECDAECCDCEECDBBBEDACCDBCCACDBACEDEBADDAECAEBE
210055163359,,ABBBAEECCEAAABEBDAACDBACEBBAAEBAEADABCAEBBCEC,BEBBDBCDCBEEBDBEBBACECEACAAADCCCEACBBAEBDACCE,
210054936080,CECBCCEEAAEACAEDCACBCABDBEECDCCCDBABBEDBDABCB,CACEAACBADBDAEABCEACECBBDADABCBABDDCCAEAADDEE,CEDBEBACBDBEDCCBCBDCEDBBCEDCAEABEACCBBBCDDCED,CBBBAABADCDCBCDEACDDCBDCDBBDDDACBBEECB*DBDBDD
210055299940,,AEDAAADCAECBCDDADEABCBDCDCEDADEADBBDEAAEBEACD,CDBEDCAAEDBDDEDEBDEAEBACCACDBEECAACBBCAADACCC,
210055031342,,,,
210054630335,CBBDDDCBCDEBBEAEACDDBDCDADBBDBCEDBDDBDBACBBDC,DBCBBDDEAEBAECEDDBCDDEBCBDDCCDDCBEDCDDEDCCBDA,CAACCEBDABDECDBADEBDCBEDDAADBEBEDDBDCCBDBBDCE,DADCBBDEEDDCDADADDDEAAEDBADABCBBBDCEBBDADDABE
210054855132,,,,
210056308063,,EBCABBDAECDCEADDCABEDCACAEACBDDCADEACBEDAAEBC,AEEABCDBAAECDABCADABECEAACBAEEABEDACBCDEACCBA,
210056756382,,,,
210056295570,BABECDCABAAAECABDDDBDDCDBEEECDBAECEABCEADDDAE,BCDECABDADCBADEBCAECDEABDEACEECDBDBDCADABBAAE,CAACCDCBDBCACBBBBEADDADAEACACACEBADECADACABAC,BCCCBDAEEBACDADCAEDEACBBBBECAABEACCEDCEECABAE
210055004145,ECCBEEBCADDBBADEEBCCAADCCEDCBADECBCDAEEDCCACB,DBDCECBDDBADABDCDAAEDAEEBEDACBDECADEBAADADCAA,BDEBDCBBDACCEDCAACDAEEDACACAAAABDCBBAEBBBDECA,DCBAAEBDDEECABDBBEDEACEDEABCCDCCDCDABDBBAEDBB
210057095956,ACAEECADBCDEDBAECBEDACABCCDC*EDBEEBABCDCACBBB,CEECBDADAACDEBACCACDACCBDCEEECABCBCAECBAAAADE,EEDBBACEBACAABCCBEBCEDEADDBAEEEAEDEBDCEADCBDD,BAECBBEDDACDEBACDBCACEBEBDCECBAEBBCEADBCCECAD
210055825325,CEECCDCADADDCABAAACCDDCBAAACAECAECBADAEECADDB,ACABEADAEAADECBEBECBBDBAAABEEECADCCEEBCDBBDCE,DCBDEBBAAABDBDECDBCBEEAECBBBEEAAADCDACAEBDECE,BDDAABBBEEACDBACBEDBDBEAEADCBBDEABEBDACDBCABC
210057385747,,,,
210057989560,BDDDDCCDBEEBCBCDAAABCBBEDBEADBBCDBEBABECDACAC,CBCEBADBDEBEACDCCEACBADCBAADEDDABBCAEDEABCCDD,CABADCAAADBEBEADADACEBCAAACABEECBADBAABBDECCA,DECEEDBCCCDDBEDCDCABCCCCAACACCCCBCCECDBCBBBBC
210056995222,CDEBCCDEEAEDDCEEDEACCBDCDDBBACDDDBDBEBDBEBECB,CEDAAEEAEEBEBCDCCAACBCDCDADDADDBBADDDBACBCADE,DDDEECAACDBEBDEEDABCEEEBEAEDBDECEACEBADDEBCCC,DEBBBADCBDBBCBECABDBDDCCDADABCDDBBAAECDABCBCC
210055729961,CDDCCCCEABBEDACDABCBDBDDADEBBBCCDBABCBCDACBDC,EEDAAABADEBADCEDCAACEAEBDCABDBBCEABDCDDABDADB,BEAEDCAABDEDBDAEACAAECEAAACABEEEDACBBDDAACACE,EAADCDBAADBCABACDAADCDEDBEBEDAADDAEEDDADBDCAC
210055972476,ECDDEBBAEBEEDCDDAECECEDBDEBDAEBDAECDACDABEBDE,BBBDBCDDAAEBAABCCDDBACDCDBDAAEDEDACABCB*CAEDD,EEEACBDBCAEACACEADBCECEBAEDEEABABBACBDABCEDBB,BEBCACECDBCBDCBBABAEACEBBCCDBABDBABCCDCBCDDBA
210056205512,,,,
210057586160,ECACCAEAECBCBBCEBCADBDBEDEEABACCDCABEEEBAAECA,DDCECBEADEBACBEEDDADBECABDCDABCDEEDCABCBCAAED,CCDDAAEECBBEBCDCABBABCDBCEBEBBBCECCABDDBBBCAB,BEEEEBEAACACEDDAAECBEEEAEADACBAEDEBCCADACBCDE
210054941939,ABCDBECDAEDBCDABCBEABCDAACBCABDBDBCADDABBADAB,BCCCAAECBCAEDBBAAACECBBCABDBABACDEEBBCBBDAEAC,CBDBABACDAAACBCEACACEEBADEECADEBBCECECABAACBD,BACDACADECAEBCAABCDCBAEABCEBCBADECEDCAACDBCAB
210055596425,EADACDBABBDDCACBADCEBECAAAABADCDEAACEBCBDACBD,CCABAEACEEADECEECACBBDABAABBEDAABADABEEDCCCCE,DDDECECDABEBDDBABCCEBECECCBBEAAAEDBDAAAEBEECC,AADADADEBDACAADCAECCADCBDADBAEAEDBADCEAEBCAAE
210057429860,CDCCBEADCAABBBCACBAABDABDBBBBBECCCDCEEACBBCAC,CBDAADEDEECBDAADEEACABBEACADADEAEDCAEBDDBCAED,CDBEDAACBAEDDDACABEAEAEADACABEEACACBAABDDBBCC,CCBCDECCABACBCADDCDEEBCDBCCEDCACCAEADBDEAEBAC
210056312495,,,,
210057750740,ADCCDCBCBBDACDBBECCCADDDCDABBBABABECEDECCAECE,CBCCABBCDEACDBEDAADDBADDDEAEDBAECBEBBCDDEAEAC,BDEDDBCBDBCBBBDBBBBAEECABADAECECAECAACBDBDEED,BCDDDCEBDDCECECCDCCEABCDCBCCCEAACEBAEDDEBACBE
210055519173,EBCBBECACBEB...AECBBEACDDBCCBCDACADBAEEBEBECC,AEDDAEEDDCAEDCEDAAEBAEEDABDBABACAEEBAABDACBAC,DAABECADEACDCCCCEAEADCBEAEDAEAEBACEBDDDACDCAB,ACBDAECBBDAECADBDCEAABDABCEBDCDEACBAEBBADBABC
210056543616,,,,
210054555787,EECABECADEBADDDECBBEAEAAEDDACDCCDACBBDBDDDEED,DADAEDAABEBDDADEEDBDAADCDCDEABDBCDCEBDAEACEBC,EDEEBEEADBEDCEEABDCDBEDCEDCDACCABABDEDDACDDCD,DBECBADCDBDBADCCAADAEDBDBBCDEEDACDDCBDBDDDBBD
210054551558,DABACDBDBCCCDCBDCCEAECCAADCBCDACDAAAEECDDBBBC,ACABEEDBDEACDBBEBADBCDEAAABBBBDACDCDBBEDDCACA,DABDAEEAADACCDBACCDBEADECCBEDACADDCCADEEBDEAE,BBCADBCDBBCCDBCBADCACCEDAACBBBADDCACCAACCCACD
210057617839,EADCBDBEDECADACBAEEDCACBABCBCBAADACCBDBDDAAEB,DEABCEDADDAAEBBECEEBCDDAAAEBCBCACACDEBCDCBECA,DCBDEEEAACABBDBCBACCBEEEBCBBDCAEADACACEEBDECE,ACDAABEDECADBCBEAAEDDAACBCBBBBABDACDDBAECDDBC
210055717003,,,,
210057425535,ECEABECBBDECDAAEBAAEADBDAEDCBDCDBAAADDEEDBEDE,DEABEADCEDAEECBDEAEBAEEBCEEDCBCACCECBECDDECEA,DDBDACDAACABDDDCBAABBACEBCBBABAAEDBDAAADABEAE,DBCECCBEEBBEECEBCCDBBEDBEEBCEEDCDCEDCECDBCABC
210054580191,BEBAACADDAEBCBABABCEDBAEBBACBDDECAACDCBDAACAD,AEA.ADDBDECBECAA.EABBB.CE.ADEEDBDBE.EC.ABA.BD,DDBED.AEBBE.BDDA.B.A.CE.ADCAC..BAACBECBBDACCC,CBCDBCDDADBCBEABDAEEEDADCDCCBEDCBCEAABADDEDAC
210057259354,,,,
210057717298,DDECEBEDDCBABBAEBDCCCDCCEDAEBEACBAECCCDCBEDCB,ECDABDDDAAEBECBACEDDABAADCDDABBDDDEABABDAADDB,DECDBDDBCACADCAAADADECCABDDEACBABDBCDEABCECBC,BBEEECACDCCBDCBACAADCEECCDCECBCBADAEEDCCCCCCB
210055874434,EDDBBCEDBBEBCEACACBCADDBCBEBDCBDBCBCABCCDCADE,DADCEEACDCDDECECAADECEDDBEAACBBECBACACACECAAB,AADCECCCDABBDAEDCBBADEAABADACECEACCBCDBCBDBCB,DAACDBEBDDDCAECDBDCDEDCDAEEABCCECBEAADCECACBE
210055352899,CDCBEACDABEDEADEBCBACEDBCDEEBAEDCADBADCADBCDE,EEABBEDEAEEBCCCDAAABADEBBEEDABCDBADBCDEEAEDAE,AEABCCDAABCEDDECEEEABECECCCCDAABDDEDADDBDAEBC,DACDEABDBCEBBDBEBDADEBCACECEBDDADABCEBADEEAEC
210057417516,,,,
210057678026,BCBACDBDCBACABCBEABABDCAAABBEEAABCAAEEDDCECBD,ACACCDDEEDADECEEBBABAEDBAADADBDADCCCBEDDAAECE,DDBBCEEBADABBDEABCCDBDEECDBABAAEADBDAAAEBECEE,BCCDBCDEECEBDECACBAACCEADBCABEABDABDBECCCDABC
210054619973,,,,
210056253094,ABCBCEBDDACCCBDADECBCCCABDEADDAEBCABDDBDEBBEB,DEACAADBEBABEBBDAEDBECACADDCAECADDBDEBDDDBABE,CDEBECBBADABDDACBECBEACBCCBACCBAEDBCACEDBDCBA,CBAAACEAECACCBBECDDCEEDCBBEBBCADDBDBABAEBBEBC
210055725717,,,,
210054625759,,,,
210055513780,CDCCDBDABCBAAEDDBCACABCCACAECDADAACCDADCBBBBA,EABCBEDDBEECBBAECCEDACACDCDDABBCDDEABEBCAAADB,DACDBDEBCADECEAEBDBCEAEABCBEACBABABCCC.DEECBB,AEECACADEBCDDABDCBEBCEDEBDDBCCABBDCBDCBCCDDBB
210055699800,,,,
210055594604,,EAAABDACEDBEBCACACDBBCEDAEDACBCCBBACEEDDABAED,CBBEDDDDABCADEEBDADCABCEDBEDCABAECBEACADDADCA,
210055897700,,,,
210054825961,,,,
210056617148,CDBDBCABDCEABBCBBDCCDBCDEEACDBDABACCACBAAEBBA,EBDCBADDADECBDBDCDEDACABCCADBBACDDCABCBDAADDB,EBDEADDBCADAEDAAADECBCAABBBEBDCABBECCDADBEDBB,BEEDACABCACDCABCDBABECBACDBBCBADBDBBCEACAADCC
210054913551,ABCBCEDBACADEDADECDDBCBCDBCCBCCDCBACEBCDCBCBE,DBCCABEDDCDCCDBDAADCCCDDAECAEBDECBDBACDDBBCAB,AADCECCDDACBBEEBCCBAECEAAACABCEACECBCDBABDAEC,CADEDCCDCDCCBDCDCCDBBDECBCCCCDBCBEBABCCCDECCB
210058000966,,,,
210055356425,CBEDDCBCCCAEBEBBCDDABEDBDDDACEAECABDACDCDEDEB,EABCBCDDADECBEBDCDDBAEACBCEDABBDDAEABBEDAAABB,ECDDBDEBCACEDCAAADCCECECACBEADAABDBCCADBEECBE,BCEEACACDACEBABACAAACDCDCCCBCBDEDEEECEABBBECA
210056678229,AEDDCCAAAAEDCDECABB*ACC*AEABECCEAAACBDCDBAECB,EABABBDDCAABCAACEABBACCCAABACBEBCBBAEBEACADBC,ACCBBAEBCDDADAAADDECCECACDAAACDABDEAEDAABBBAA,BABEABCDEACCEAACDCBCDDCBDB**ACC*DDBBEADBAACAE
210057507928,EDCBCEEAECEEABCDCDBDACCDEBCDCAAECBCCDDECABCCC,DDAECDCBDCBDCABCBDB.ACBBDBDBDBCBDEBBD.E.BABBD,BBCBCCAAE*BBDBDBCCBBBCCCAABDACDCDDCEDBCACDDC.,DCDBCDDCCBBDADCADECBDBDBCBEBDACBEBCDBECEBCECD
210057668958,ADEBAACBAEEEEDACEBDDEBEECBBCCDCAADBCEDADABEDC,ABACAAEBABDADCBDEAAEECCBDEBACBEDCEDCACDDECCAB,BBEDDCCBDADECDEEDBEAAECCBAEDEEEBEEDBEDBDBDBCE,DAAEBBEECBDABBDECDAEBACDADCABEEDCAEBBDAEEACBB
210054585099,,,,
210058005148,,,,
210055667313,CDEDCCACBDBCDBCCABCCCDECDCACBEADDCBBACDCEEDCB,EBAABEDDAACCCDBDCAEBACACDCADADEDDDEABABBAAEDB,CAEAAEEBBAECDCAABDBCBDCBAEBECBEACDECBBBBEDEBA,BBEEBCCBABBDECADDECADCDECCCBDDDDBDDCBEEDBCBEC
210055800296,ECBACDCCEADACEDABDDBCECDABBEAAACCEDCCCEBCDCAE,EDABEDDEACACCCBEABABADEBAECBCECECDAACBCDEBABA,DDBCDCBEACABCDEBDCCDDAAECCCACABCDDBCCCACBDDEE,BAACEEBEDAACBABECBEAABACCEBABAABECEDEEAADCBED
210056245617,ADEBCEECBCCEBEADEADDBBBABCECCBCBCABBAACCCDCCE,BBBCEBDDDEDCDBADAAABBEDDDEDEABAEBBDCAECDACEAB,AADCECCEDACEAACBBBAAEEAABAECEDEEECDDCDACBDBAE,BAACACEDCEDDBECCDCCCDBCDCACDBDCACEBDDCAECADBC
210055517188,,,,
210057639747,ADEBDBBBAEBABDCBEAEDABECBCBDCDCEADEEABDCDABCB,EBEDBADDBEBBEBCDEBABBCDDACDDABAACDCABBECDBEBC,DECDBCDBCACADAECDDACEDEABDDDEBCAACACBEABEECBD,BBDAECABABCDDBCCADAAEAEAADBCDCBBABBDBADDBCBBD
210054685765,,,,
210057297440,EBEABDCCADBEACBDCBEABDEACDBDCAAEDEBCDADBEBBBB,BCDACEEBDCABDECBBBBBBBBBBBBBBBBBBBBBAABDBBBAB,AAEBEBCBDACAEBDEBCAAECDDBDABBBBBADBBBDBDBCEEB,DCBACBCDEDBCAEEEBDCBDEAAECEBADADBEEABDA*CCCBB
210057059249,CDDACCAAAAAABCBECCDBDEDACBAABCABEDCDDEBCCCBBE,BCBABCCEBEECABEDEEEBABDDBCDDCCEBADCACDBCAAECC,ECEAACDECACEDECEBDADECAEBCBACEAACDECCBABDEBBB,BEECACCBBCBCCACDCCBBEDDEBDBCDECCBBCBBCCEBDDCE
210057934388,,,,
210055551624,,,,
210054834281,EADEEBECAEBEBEAACEDCACAEDECEACDBCBBACBDEBACDD,BCBCBCDCDEDEACBAABBCDBDBECEBAAABCDBCBDCBDBABC,BEACAAAAABBCCDEABDAABEDEAACAECDDEEBCADBCDDECA,DDCCAACDAACBAEDDAABACCEABCCDCACACACDBDDBCECCE
210056329354,,,,
