NU_INSCRICAO;NU_ANO;TP_FAIXA_ETARIA;TP_SEXO;TP_ESTADO_CIVIL;TP_COR_RACA;TP_NACIONALIDADE;TP_ST_CONCLUSAO;TP_ANO_CONCLUIU;TP_ESCOLA;TP_ENSINO;IN_TREINEIRO;CO_MUNICIPIO_ESC;NO_MUNICIPIO_ESC;CO_UF_ESC;SG_UF_ESC;TP_DEPENDENCIA_ADM_ESC;TP_LOCALIZACAO_ESC;TP_SIT_FUNC_ESC;CO_MUNICIPIO_PROVA;NO_MUNICIPIO_PROVA;CO_UF_PROVA;SG_UF_PROVA;TP_PRESENCA_CN;TP_PRESENCA_CH;TP_PRESENCA_LC;TP_PRESENCA_MT;CO_PROVA_CN;CO_PROVA_CH;CO_PROVA_LC;CO_PROVA_MT;NU_NOTA_CN;NU_NOTA_CH;NU_NOTA_LC;NU_NOTA_MT;TX_RESPOSTAS_CN;TX_RESPOSTAS_CH;TX_RESPOSTAS_LC;TX_RESPOSTAS_MT;TP_LINGUA;TX_GABARITO_CN;TX_GABARITO_CH;TX_GABARITO_LC;TX_GABARITO_MT;TP_STATUS_REDACAO;NU_NOTA_COMP1;NU_NOTA_COMP2;NU_NOTA_COMP3;NU_NOTA_COMP4;NU_NOTA_COMP5;NU_NOTA_REDACAO;Q001;Q002;Q003;Q004;Q005;Q006;Q007;Q008;Q009;Q010;Q011;Q012;Q013;Q014;Q015;Q016;Q017;Q018;Q019;Q020;Q021;Q022;Q023;Q024;Q025
210055162644;2022;1;F;1;3;1;3;0;1;;1;;;;;;;;2313351;Tejuçuoca;23;CE;1;1;1;1;1087;1056;1066;1078;439.8;447.6;502.8;422;DBDDECACDEDEBBDBACECCDBCBEAECCEDEACCACDCEEBCC;BEEADBBBABECBDEACEDBBDABCCECBADDADCABBBEDCDCC;DCEAACBBBACCDBAEEABCEEEADEAAACDBBDEBDDBBDECBE;BBDBEDEBABEBEABCCEAADCCABDCDCCDEECEAECBCBDEBD;1;DDECDBEACCAEBEAEBBCCDDCBDDACBEACEABCEABEDADBA;ECBABCDDAAECBCBECAEBAEACDEEDABBCDDEABCEDAAADB;DECDBDCEAADDBCABEDCAAADCCECEEBABEEAAABDBCCCABEECBB;BEEDAEABDDCEBDBAAAAACXCBCCCBCCDBDEECBDCABEECD;1;120;120;80;100;160;580;D;C;A;C;4;A;A;B;B;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;A
210056402862;2022;3;M;1;1;1;1;1;1;;0;;;;;;;;3301702;Duque de Caxias;33;RJ;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;;F;B;B;B;4;D;A;B;C;A;A;B;A;B;A;B;A;A;B;A;A;E;A;B;B
210056526931;2022;4;F;1;3;1;1;1;1;;0;;;;;;;;2611606;Recife;26;PE;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;;C;E;B;B;4;C;A;B;C;A;A;B;B;B;A;B;A;A;B;A;A;C;A;A;B
210056455477;2022;2;F;1;1;1;2;0;3;1;0;3550308;São Paulo;35;SP;4;1;1;3550308;São Paulo;35;SP;1;1;1;1;1086;1055;1065;1076;425.4;474.5;551.6;511.3;EDCADBCACDCBDCDDAEDAEECBCDBEBACDBEECBCDEEAABD;BCACCECBABABECBCABABACEBABEACBDDADEACDCCDCDEE;DDBDBEABAAADBDBCBACBBACCCBBBDBBAEDBCACAEBCBAC;AACCDCDBBCEBABBECEDABCAACDBCBEACCCDAAECADBEBA;0;EACDDEBEACCCDABCEECBBCCAEBEDABEADBADDCBDDAAEB;DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA;DCBDEEDCAAEAAACABBDBEBACCBEEECCBBDCAAADCCABEDBDECE;DBAAACEBEDAECCBECDEECBDCABECBEABDDCCDBDXCBAAC;1;160;200;160;200;200;920;E;F;D;D;2;H;A;B;C;A;A;B;B;B;A;B;A;B;B;A;B;C;A;B;B
210056934441;2022;2;M;1;1;1;2;0;2;1;0;4106902;Curitiba;41;PR;2;1;1;4106902;Curitiba;41;PR;0;1;1;0;;1055;1065;;;398.8;471.7;;;DBAAECDBADCCABEECBCCAEBDBACDDBAEBBCADCEBDCAEC;DDBDDAEEADADECBDADBECADBECBDC*AECDACCBDBADECA;;0;;DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA;DCBDEEDCAAEAAACABBDBEBACCBEEECCBBDCAAADCCABEDBDECE;;4;0;0;0;0;0;0;C;D;C;B;3;C;A;B;D;B;A;B;A;B;A;B;A;A;B;B;A;D;A;B;B
210056133064;2022;3;F;1;3;1;2;0;2;1;0;3505708;Barueri;35;SP;3;1;1;3534401;Osasco;35;SP;1;1;1;1;1088;1058;1067;1077;423;597.8;581.8;560.1;ABDBCCEEECBDBBADDBDABEBBBEACEDABCBDCEDDBEBDAE;DEDAAACBABCBBCBADCABDBDEACEDCDCABBBDEBEEBCEED;ACDEACAACDBDBADBAEAEECEADADACAEAAAEDACBCDCCCC;DBDBEAECAECBABAADBAEBDCADCBEDEECEBDBAACAEEDAA;1;DDCBBCCDDAADBAABEDABCEEAEBAEBECBDDEBEACCEACCD;CEDAAADBAECBCDDADEABCBECAEEDAEBABBCDECBABEACD;CDBEDACDEACAABDBDBDDCABEEECEABECABEEAAACBBEBADCCCC;CCCCBXCBABECBEABDDDBDECDBDCAACEECCEBDBAAAEDAE;1;140;160;160;160;180;800;H;E;F;B;2;B;A;B;B;A;A;B;A;B;A;B;A;A;B;A;A;C;A;A;A
210057950150;2022;13;F;2;3;1;1;16;1;;0;;;;;;;;1100205;Porto Velho;11;RO;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;;C;E;C;C;3;D;A;B;C;A;A;B;A;B;A;A;A;A;B;A;A;C;A;A;B
210055625601;2022;20;M;2;1;1;1;16;1;;0;;;;;;;;3145604;Oliveira;31;MG;1;1;1;1;1088;1058;1067;1077;604.3;624.3;515.6;684.1;CBCCBBAEDAEDAECCADBADBEAEBAEAABCDCACEEBCBDBCD;DECAAADADECBEDBEDEABCBDEAEEDEDDABBDDECEEBDADA;ACDDBDEAEDEDBEEEADECEDEAEDABBEECCACEABABECCCB;CDCBEECACDACBBACDBCBAAAEBDAEDDEDADEBBAAAAEAAC;1;DDCBBCCDDAADBAABEDABCEEAEBAEBECBDDEBEACCEACCD;CEDAAADBAECBCDDADEABCBECAEEDAEBABBCDECBABEACD;CDBEDACDEACAABDBDBDDCABEEECEABECABEEAAACBBEBADCCCC;CCCCBXCBABECBEABDDDBDECDBDCAACEECCEBDBAAAEDAE;1;120;160;100;140;140;660;F;G;E;D;3;Q;C;E;D;D;A;C;B;D;A;C;A;A;C;B;B;D;A;C;B
210057433689;2022;3;M;1;3;1;2;0;2;1;0;3550308;São Paulo;35;SP;2;1;1;3550308;São Paulo;35;SP;1;1;1;1;1085;1057;1068;1075;393.7;484.9;389.3;496.6;EBEABCEDCBEBCABECEDCBDACBCCAEBCBADBCEDDCACBDD;CEDCEBBEDAADCCBCCAEDEAADABBCCCEEBDCBBCBDBBCAC;BDECCBCADEDADADCACBABEBEABCAEACBCAEEEEEDCCEBC;CAAEDAADADCBBEACACCCBCBBBBABBBCECBECADBEBCBCE;1;ADBADABEABCEEEACCBDDADDCBBCCAEBAEBEBEACCCDDDE;CBECABBCDEACDCEDAAADBCDDAECBABAECBEBAEEDADEAB;BDECDAADCECCCDCCEBACBBAAAEECABABEECEBEEDCADBDBDBAA;ECDABEBDCEECDBDCCCCBCXCBAACDBAAACEBABDDEDAEBE;1;80;160;120;100;140;600;E;D;C;C;2;C;A;C;C;B;A;B;B;B;A;B;A;A;C;A;B;C;A;A;B
210057660118;2022;1;F;1;3;1;3;0;1;;1;;;;;;;;2927408;Salvador;29;BA;1;1;1;1;1085;1057;1068;1075;529.3;553.6;552;507.1;EEBAEDDCCBDBCEADDBAEACDDE.ECBABACBBCBEBCCEADD;ABACEBEADDECC.BECAAEBCCDDEBAEBDEBBEEACADAACAC;AACCECCBDBDDBBCBACBAEEAAAACACAEBAACCADBCCDEED;DBEACBDEBCAEBADDBEABDCBDAEBCDAAECCEAEBBECADDA;1;ADBADABEABCEEEACCBDDADDCBBCCAEBAEBEBEACCCDDDE;CBECABBCDEACDCEDAAADBCDDAECBABAECBEBAEEDADEAB;BDECDAADCECCCDCCEBACBBAAAEECABABEECEBEEDCADBDBDBAA;ECDABEBDCEECDBDCCCCBCXCBAACDBAAACEBABDDEDAEBE;1;120;180;120;120;120;660;F;D;D;D;3;G;A;C;C;B;A;B;A;B;A;B;A;A;B;A;A;D;A;B;B
210056156349;2022;2;F;1;3;1;1;1;1;;0;;;;;;;;2110039;Santa Luzia do Paruá;21;MA;1;1;1;1;1087;1056;1066;1078;398.8;407.1;437.6;411.4;BBAAEEDECAAEBBCBDAEDDCDDBAEECCADECCDBEDCBEBCA;DAABCCDEDBBAEBBACEEDBBECDCDCADEECCCEDDBDDABAB;ACCBBADBBECEEAACCDACEEBBDABDBEDEDAEEADABEEEDC;DE*BECEEABDEEDCCADACEACACDBCEECEECDDCDBDBBCCD;0;DDECDBEACCAEBEAEBBCCDDCBDDACBEACEABCEABEDADBA;ECBABCDDAAECBCBECAEBAEACDEEDABBCDDEABCEDAAADB;DECDBDCEAADDBCABEDCAAADCCECEEBABEEAAABDBCCCABEECBB;BEEDAEABDDCEBDBAAAAACXCBCCCBCCDBDEECBDCABEECD;1;100;180;120;120;140;660;B;B;A;A;6;B;A;B;C;A;A;B;A;A;A;A;A;A;A;A;A;D;A;A;B
210055779857;2022;2;M;1;3;1;3;0;1;;1;;;;;;;;3143302;Montes Claros;31;MG;1;1;1;1;1088;1058;1067;1077;550;561;457.7;680.6;CEDBBCCEDBAABBCDCBABCDBDDCBEDBBBDAECBBDCCBEDC;ABDAAAEDECCACCDACBABAADEEEADAAEABEDDEBBCBBADA;EBBEECABCABBDDCEADAEBEAEDACBBBBCCAEBDADCEACCA;BDDCBDEDDBAABDABDACEDBCDBECAACCEBCDEADAAEEDAC;0;DDCBBCCDDAADBAABEDABCEEAEBAEBECBDDEBEACCEACCD;CEDAAADBAECBCDDADEABCBECAEEDAEBABBCDECBABEACD;CDBEDACDEACAABDBDBDDCABEEECEABECABEEAAACBBEBADCCCC;CCCCBXCBABECBEABDDDBDECDBDCAACEECCEBDBAAAEDAE;1;100;100;120;140;140;600;E;E;D;D;4;D;A;B;D;B;A;B;A;A;A;A;A;A;B;A;A;E;A;C;B
210055506015;2022;2;M;1;3;1;2;0;2;1;0;4126207;Sapopema;41;PR;2;1;1;4101903;Assaí;41;PR;1;1;1;1;1088;1058;1067;1077;469.2;533.6;406.4;554.3;CAEDDACEDABACAABDADCEBCEABDCEACBEEDBCDECABCDB;CEDAAAEADACDADECDAACABAEDBBDEACBBADCEDBABACCD;ABBAEDABDAEDAAABAACDBDADDDAEBCDCCADABBBEDEEBA;AABBBAEAEDACBABAABCCACECCECAABABCCDBDDACEEDCB;0;DDCBBCCDDAADBAABEDABCEEAEBAEBECBDDEBEACCEACCD;CEDAAADBAECBCDDADEABCBECAEEDAEBABBCDECBABEACD;CDBEDACDEACAABDBDBDDCABEEECEABECABEEAAACBBEBADCCCC;CCCCBXCBABECBEABDDDBDECDBDCAACEECCEBDBAAAEDAE;1;120;40;40;120;0;320;C;D;A;B;2;C;A;B;D;B;A;B;B;A;A;B;A;B;B;A;A;C;A;B;B
210055648939;2022;3;F;1;3;1;2;0;2;1;0;;;;;;;;2601201;Arcoverde;26;PE;1;1;1;1;1085;1057;1068;1075;429.5;496;435.3;549.7;DCCCBDCACBEBEACEEDBCCABAAAEDDECAADBDDBCEDDAAE;DAACEDEDDDAACDEDDADEDABEABECABDDBDCEACDCAAEAD;BCADCBCADBDAAADEBAAAEBECEDCDEEABABEEADEADBDCC;CECBBAEDEEEEADCEDBCDCDCDEBADCDCECBEAAACEEEDBE;0;ADBADABEABCEEEACCBDDADDCBBCCAEBAEBEBEACCCDDDE;CBECABBCDEACDCEDAAADBCDDAECBABAECBEBAEEDADEAB;BDECDAADCECCCDCCEBACBBAAAEECABABEECEBEEDCADBDBDBAA;ECDABEBDCEECDBDCCCCBCXCBAACDBAAACEBABDDEDAEBE;1;120;160;120;120;160;680;A;B;A;A;5;A;A;B;C;A;A;B;A;A;A;A;A;A;A;A;A;B;A;A;A
210058017101;2022;4;F;1;3;1;1;1;1;;0;;;;;;;;3106200;Belo Horizonte;31;MG;1;1;1;1;1087;1056;1066;1078;421.3;371.9;512.6;567.8;ABDDCDDBAABCECABABECBDDADEBEDACBDABCBCEADBCDC;BBEBBABDEBDDBDCCBACBDDBECBACADDBACABCCBECBABE;DCBBACEBCACAEABABDBBEAADBCBAECBAADACDABBBECDB;BAEACBADCBCEEAADDABCACBEBBBECEDDAEDCBACCDAEAD;1;DDECDBEACCAEBEAEBBCCDDCBDDACBEACEABCEABEDADBA;ECBABCDDAAECBCBECAEBAEACDEEDABBCDDEABCEDAAADB;DECDBDCEAADDBCABEDCAAADCCECEEBABEEAAABDBCCCABEECBB;BEEDAEABDDCEBDBAAAAACXCBCCCBCCDBDEECBDCABEECD;1;120;120;100;120;80;540;E;D;F;B;4;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;A
210056645505;2022;3;F;1;1;2;2;0;2;1;0;;;;;;;;3136702;Juiz de Fora;31;MG;1;1;1;1;1088;1058;1067;1077;544.4;568.4;555.5;615.6;DAABDCCEDAEABBECABCAEACCBCAADDBBCBEBBCEDEBACC;CDDEAABBADCAADDAACABDAECDEAABEDBEBDDECAABCCCD;DDBEDCEADABDBECEAAACBDECEEDBBAEAEACCBBBBDECCC;BABABDDCBBEDBBABDBACCDEDCBCBADAADBBCABEDAEDAB;0;DDCBBCCDDAADBAABEDABCEEAEBAEBECBDDEBEACCEACCD;CEDAAADBAECBCDDADEABCBECAEEDAEBABBCDECBABEACD;CDBEDACDEACAABDBDBDDCABEEECEABECABEEAAACBBEBADCCCC;CCCCBXCBABECBEABDDDBDECDBDCAACEECCEBDBAAAEDAE;1;160;200;140;180;180;860;G;G;E;D;4;E;A;B;D;B;A;B;B;B;A;A;A;A;B;A;A;E;A;B;B
210054853370;2022;1;M;1;3;1;3;0;1;;1;;;;;;;;5201405;Aparecida de Goiânia;52;GO;1;1;1;1;1088;1058;1067;1077;610.9;592.5;614.9;670.4;BACDCCCBDAAEDBABEADBEBABBCEABCDBABEBADBCEBCCD;CBCAAADDDDBBADDBAEACEBBCEADDAEDABECDEAEBBCCCD;CDBEDAAABDBDCDADABEEECDACACABEEACACBACADDABCB;EBACBECDCDAABEABDBCEDECEEECCBDEABCCBCAEABEBAC;0;DDCBBCCDDAADBAABEDABCEEAEBAEBECBDDEBEACCEACCD;CEDAAADBAECBCDDADEABCBECAEEDAEBABBCDECBABEACD;CDBEDACDEACAABDBDBDDCABEEECEABECABEEAAACBBEBADCCCC;CCCCBXCBABECBEABDDDBDECDBDCAACEECCEBDBAAAEDAE;1;140;180;120;120;140;700;E;F;B;D;4;G;A;C;D;B;B;B;B;B;A;B;A;A;C;A;A;E;B;C;B
210057450622;2022;2;M;1;1;1;2;0;3;1;0;3515509;Fernandópolis;35;SP;4;1;1;3515509;Fernandópolis;35;SP;1;1;1;1;1086;1055;1065;1076;518.4;466.7;480.6;464;EABACBBABDCACAAEBBCCBDCECDBCEBAACCABDBBCBACBA;BAAAAAADDDABDCBECAEBACECEDCCDECDBDBDEBBCCCDED;DEADDCABAAABBCDBBCCBDEEEBCBDDDEBBADBBCAAAACAC;ACBACBDEECACBBCDACECCBCACADBABEBCBBADBCABEBCD;0;EACDDEBEACCCDABCEECBBCCAEBEDABEADBADDCBDDAAEB;DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA;DCBDEEDCAAEAAACABBDBEBACCBEEECCBBDCAAADCCABEDBDECE;DBAAACEBEDAECCBECDEECBDCABECBEABDDCCDBDXCBAAC;1;120;180;120;120;120;660;F;E;B;F;4;H;A;D;D;B;A;B;B;B;A;B;A;B;E;B;A;E;B;B;B
210055646090;2022;3;F;1;1;1;2;0;2;1;0;;;;;;;;3132404;Itajubá;31;MG;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;;C;C;A;B;3;D;D;C;C;B;B;B;A;B;A;B;A;B;C;A;A;D;A;B;B
210057635099;2022;3;M;1;1;1;2;0;2;1;0;2208403;Piripiri;22;PI;2;1;1;2208403;Piripiri;22;PI;1;1;1;1;1086;1055;1065;1076;447.7;476;475.4;485.6;ADDEEDBBCADACADBDDCABCECCBBCACDEABEBDCCEAAEDB;EAABADEAAEAEDABCECABBADBAEADCCBDADBAEDECCADCB;DCAAAEEBADCEDDCDEACDBAEEBCECDAEABDEDEBCCECAAA;AACBEDCEECAEDAEEAEEBEDCDCDBBCDBADBCAEDDCBCABE;0;EACDDEBEACCCDABCEECBBCCAEBEDABEADBADDCBDDAAEB;DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA;DCBDEEDCAAEAAACABBDBEBACCBEEECCBBDCAAADCCABEDBDECE;DBAAACEBEDAECCBECDEECBDCABECBEABDDCCDBDXCBAAC;3;0;0;0;0;0;0;B;F;D;D;4;E;A;C;D;B;C;B;B;B;A;A;A;A;B;A;A;C;A;B;B
210054563246;2022;9;M;1;3;1;1;6;1;;0;;;;;;;;1200401;Rio Branco;12;AC;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;;E;E;B;B;1;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;B
210056726327;2022;5;F;1;3;1;2;0;2;1;0;;;;;;;;1303403;Parintins;13;AM;1;0;0;1;1088;;;1077;429.5;;;415;CDDCCCDBECAABBEDCEAECACABBDBDDCAEECDABADEEBAC;;;DABBADCEEAECAECCAAABACAECDAEAACBABBEBDBDEEBEB;1;DDCBBCCDDAADBAABEDABCEEAEBAEBECBDDEBEACCEACCD;;;CCCCBXCBABECBEABDDDBDECDBDCAACEECCEBDBAAAEDAE;;;;;;;;B;D;A;A;8;A;A;B;C;A;A;B;A;A;A;A;A;A;B;B;A;B;A;A;A
210055734897;2022;6;F;1;3;1;1;3;1;;0;;;;;;;;2603454;Camaragibe;26;PE;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;;B;C;C;B;4;C;A;B;D;A;A;B;A;A;A;B;A;A;C;B;A;E;A;B;B
210056388123;2022;1;F;1;1;1;3;0;1;;1;;;;;;;;3170107;Uberaba;31;MG;1;1;1;1;1087;1056;1066;1078;469.3;583.7;611.9;536.3;ACDDDCDBAEACBDDCCADACDEBEEBDDBACDABEBDBCEAEBD;EADEBEDDABEBBDBCCDABACADAEEDACACEDEABABEABBEC;DECDBEDBCADADDCAADCCECECEBCADEAABDBCABABEECBB;BEEBACDDEACECBDADACDCABAABEDEBBADBCACEDADCBEE;0;DDECDBEACCAEBEAEBBCCDDCBDDACBEACEABCEABEDADBA;ECBABCDDAAECBCBECAEBAEACDEEDABBCDDEABCEDAAADB;DECDBDCEAADDBCABEDCAAADCCECEEBABEEAAABDBCCCABEECBB;BEEDAEABDDCEBDBAAAAACXCBCCCBCCDBDEECBDCABEECD;1;120;40;40;120;40;360;D;G;C;D;2;E;A;C;D;B;A;B;A;B;A;B;A;B;B;A;B;C;A;C;B
210055486647;2022;3;M;1;3;1;2;0;2;1;0;3141108;Matozinhos;31;MG;2;1;1;3141108;Matozinhos;31;MG;1;1;1;1;1086;1055;1065;1076;411.5;522.8;557;545.2;EBACCDCDEBAADDEADBDCCCBBABBDADDCCDBCDBEEEAEDC;DEACCDDEBBBAECDDAEABCDEBADEBCECDBCADDBDDAABEA;DBBECEBEADAABDEDBDCCDEBECCEBDBCEADAAABDDBCECE;DCCCBCEDEEBCADCCDBDBEBDEEBDCBCEBDCCDAEBDACEBD;0;EACDDEBEACCCDABCEECBBCCAEBEDABEADBADDCBDDAAEB;DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA;DCBDEEDCAAEAAACABBDBEBACCBEEECCBBDCAAADCCABEDBDECE;DBAAACEBEDAECCBECDEECBDCABECBEABDDCCDBDXCBAAC;1;140;100;100;120;80;540;D;D;B;B;4;E;A;C;D;B;A;B;B;B;B;B;A;B;B;A;A;E;A;B;B
210056956859;2022;3;F;1;2;1;2;0;2;1;0;;;;;;;;3304557;Rio de Janeiro;33;RJ;1;1;1;1;1087;1056;1066;1078;422.7;616.1;577.7;625.2;ACDACCAEECBABBDCCEBCCDECDEABAEEDDECBAEECCDCAA;EBBABCDCAEECBDBDCADEACACDBDDACECDCEABDBDAAAEB;EAEAADDBCAAEAAAAADACEDEBAEBEBCABBDBCBDAAAEEBB;BDEDACABDBBEDBDBDEBACEDCCADBBDEDADDCADDCCCECD;1;DDECDBEACCAEBEAEBBCCDDCBDDACBEACEABCEABEDADBA;ECBABCDDAAECBCBECAEBAEACDEEDABBCDDEABCEDAAADB;DECDBDCEAADDBCABEDCAAADCCECEEBABEEAAABDBCCCABEECBB;BEEDAEABDDCEBDBAAAAACXCBCCCBCCDBDEECBDCABEECD;1;140;180;160;140;120;740;F;E;D;D;3;C;A;B;C;A;A;B;B;B;A;A;A;A;C;A;B;D;A;A;B
210055615419;2022;10;F;1;3;1;1;5;1;;0;;;;;;;;2705705;Olho d'Água das Flores;27;AL;1;1;1;1;1085;1057;1068;1075;499.6;337.5;391.4;426.6;ACDBDEBACCCEDEBDACDBCBCEBDCEACADEDDBADBEDBDBE;DCBDBEBDBDBDCEACBEBDBACBEBACDCBDCBEBDACBDBDCA;ACEBEADCDDBCCACBACAEABDECBDACBCBACDBCBDBCBCEA;DCDBCBEADBACBDCEACDACDBCEDCACCBDBDDBCCACEABCA;1;ADBADABEABCEEEACCBDDADDCBBCCAEBAEBEBEACCCDDDE;CBECABBCDEACDCEDAAADBCDDAECBABAECBEBAEEDADEAB;BDECDAADCECCCDCCEBACBBAAAEECABABEECEBEEDCADBDBDBAA;ECDABEBDCEECDBDCCCCBCXCBAACDBAAACEBABDDEDAEBE;1;120;120;120;140;160;660;C;B;A;A;3;B;A;B;C;A;B;B;A;A;A;A;A;A;A;A;A;C;A;A;B
210055362505;2022;4;F;1;3;1;1;1;1;;0;;;;;;;;2301307;Araripe;23;CE;1;1;1;1;1086;1055;1065;1076;445.6;569.8;556.2;379.9;DBEABEBBCADACBBBBDEAACAACBBCEECCBCBACEDAABCAB;AEACEADAEDBCDCBEBABBAEDBADEDABCAACCDDBEACBDCA;EDAAAEAAECDBBDAADBCDAAAECCBACBAACCDCADAEBCEBE;AACCEACEDADBCCBBAEDAEADDBAECDADEABECDDACACBDE;1;EACDDEBEACCCDABCEECBBCCAEBEDABEADBADDCBDDAAEB;DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA;DCBDEEDCAAEAAACABBDBEBACCBEEECCBBDCAAADCCABEDBDECE;DBAAACEBEDAECCBECDEECBDCABECBEABDDCCDBDXCBAAC;1;140;180;140;200;160;820;E;E;A;A;6;B;A;C;C;B;B;B;A;A;A;B;A;A;B;B;A;D;A;A;B
210057941596;2022;3;F;1;3;1;2;0;2;1;0;5213806;Morrinhos;52;GO;2;1;1;5213806;Morrinhos;52;GO;1;1;1;1;1086;1055;1065;1076;447.9;448.1;436;439.9;EBDCADABAEB*CEABDCEACECECBBEDAAEDDDBACCEDAABE;BCABCEDBEDBCBEACDACBDEEBECBCDABACDEEAACAEBECE;EAAAECAAAECBBCAEBCABBEAEECBCCECECEDBECADCACDA;BACDEADEECECBBCCBCCBAEDEBBCBAABEDACDDEEBEDADB;1;EACDDEBEACCCDABCEECBBCCAEBEDABEADBADDCBDDAAEB;DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA;DCBDEEDCAAEAAACABBDBEBACCBEEECCBBDCAAADCCABEDBDECE;DBAAACEBEDAECCBECDEECBDCABECBEABDDCCDBDXCBAAC;1;160;180;180;140;140;800;E;E;D;D;2;E;A;B;C;B;C;B;B;B;A;B;A;B;B;A;B;D;A;B;B
210057856290;2022;12;F;1;5;3;1;16;1;;0;;;;;;;;3550308;São Paulo;35;SP;1;1;1;1;1088;1058;1067;1077;504.7;533.3;455.3;452.6;AABCCECACAEDCACDABCCCBDEDCABACEBABDCDACAABECC;CABAAADEDEBAADEEDEAABCBCDBBAADDBEAEAEAAEBCAAD;AACEACADAAEABECDABEADEBDACAEBBAADACCABEBADCEE;DADCDCABBCABD.EBDCCDABDBCDCABEABDADECACBEABAD;1;DDCBBCCDDAADBAABEDABCEEAEBAEBECBDDEBEACCEACCD;CEDAAADBAECBCDDADEABCBECAEEDAEBABBCDECBABEACD;CDBEDACDEACAABDBDBDDCABEEECEABECABEEAAACBBEBADCCCC;CCCCBXCBABECBEABDDDBDECDBDCAACEECCEBDBAAAEDAE;1;120;120;80;100;100;520;A;A;A;A;2;B;A;B;B;A;A;B;B;A;A;A;A;B;B;A;A;B;A;B;B
210056993555;2022;3;F;1;1;1;2;0;2;1;0;3538709;Piracicaba;35;SP;1;1;1;3538709;Piracicaba;35;SP;1;1;1;1;1088;1058;1067;1077;578.1;593.6;588;638.8;CDBDABCEDADDBDBEABACDAEACBCCDAECAEDBACBCEBACD;ABCACADBAECBCADDAEABBBBCAEADBDDADBCDDAEEBCAAA;ACAEABEADDBDB.CEABEEECAAEADBBEEDAACBBABADACCB;ADCBBEECDECCBEABDEABCEDDBCCEADECABEBCADCBEEEA;1;DDCBBCCDDAADBAABEDABCEEAEBAEBECBDDEBEACCEACCD;CEDAAADBAECBCDDADEABCBECAEEDAEBABBCDECBABEACD;CDBEDACDEACAABDBDBDDCABEEECEABECABEEAAACBBEBADCCCC;CCCCBXCBABECBEABDDDBDECDBDCAACEECCEBDBAAAEDAE;1;140;200;160;160;180;840;E;D;D;B;4;E;A;B;C;B;A;B;B;A;A;B;A;B;B;B;A;E;A;B;B
210055884840;2022;2;M;1;1;1;2;0;3;1;0;3543303;Ribeirão Pires;35;SP;4;1;1;3543303;Ribeirão Pires;35;SP;1;1;1;1;1086;1055;1065;1076;671.4;644;613.5;697.3;DAEDAEBEACCCDCACDCCCCCCAEBADABEEDABBDCCDDEEBA;ACACEADAEBADECBEDBABADDDBADBCEDAEAADBBBDEBACA;DCBDEEAEADABBDBDBCCBBEBECCDBACAADDECBCBBBDECA;DBACECDEEEADCDBEABEDEBACBDBBBEABDCCEDBBEDCAAA;0;EACDDEBEACCCDABCEECBBCCAEBEDABEADBADDCBDDAAEB;DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA;DCBDEEDCAAEAAACABBDBEBACCBEEECCBBDCAAADCCABEDBDECE;DBAAACEBEDAECCBECDEECBDCABECBEABDDCCDBDXCBAAC;1;100;200;120;140;160;720;F;F;E;D;3;J;B;C;C;C;A;B;B;B;B;B;A;B;C;A;B;D;B;C;B
210055229997;2022;3;F;1;1;1;1;1;1;;0;;;;;;;;2207900;Pedro II;22;PI;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;;D;G;B;D;4;D;A;D;D;B;C;B;A;B;A;B;A;A;C;A;A;E;A;C;B
