question_number,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180
210056783615,B,E,B,C,E,B,D,B,B,A,C,C,A,C,B,C,D,E,B,B,E,A,A,C,B,A,A,C,B,A,A,A,C,E,A,D,E,A,D,A,C,B,B,B,D
210057640493,B,B,E,A,A,D,A,A,D,C,C,D,B,A,C,B,C,E,C,B,C,A,D,D,A,C,B,B,E,E,D,C,D,E,D,D,B,D,B,C,D,B,D,C,C
210057974205,B,D,E,D,A,D,A,B,D,D,B,D,B,A,D,E,A,B,D,B,C,C,D,A,B,E,B,A,D,B,C,E,C,D,B,C,E,B,A,D,E,B,D,C,A
210054511141,C,E,E,D,A,A,A,C,A,D,B,C,E,A,D,D,A,E,E,D,D,C,E,B,B,C,A,B,D,D,C,B,A,C,C,B,B,D,D,D,B,C,D,E,E
210056001481,A,A,A,A,B,C,A,E,C,A,A,A,E,B,A,D,A,A,A,A,A,A,A,A,A,A,B,A,C,E,A,D,A,A,A,A,A,A,A,A,A,A,A,A,A
210056704764,A,B,E,C,B,B,B,C,A,C,D,E,D,C,E,C,E,A,B,D,C,C,B,A,B,D,E,A,D,A,B,C,B,D,C,D,C,D,C,E,C,D,D,A,E
210054689530,B,E,E,B,C,E,D,D,C,C,E,E,A,B,C,B,B,C,A,A,D,A,C,A,E,A,D,A,B,A,C,B,D,D,A,B,C,E,B,C,A,C,D,A,C
210055191725,B,E,B,C,A,A,A,E,A,C,B,D,E,D,C,C,C,A,E,D,B,D,E,B,C,C,A,D,B,A,E,A,B,C,B,E,C,D,A,E,B,C,A,B,D
210057195742,B,E,B,C,A,C,E,D,D,B,C,C,E,A,C,C,C,B,E,D,C,B,E,E,B,D,A,E,B,C,A,E,B,D,A,B,E,C,E,A,E,B,B,E,C
210057794248,B,D,C,D,A,C,D,B,D,C,D,B,E,C,B,D,C,D,E,D,C,D,A,E,B,B,D,A,A,B,A,D,B,B,A,C,D,E,A,C,E,C,E,C,B
210056464839,A,D,D,A,E,D,B,D,D,B,E,B,D,B,D,A,E,D,A,B,B,D,D,E,B,B,A,C,C,D,A,D,C,D,A,A,B,D,D,B,A,D,A,C,B
210057379472,B,E,E,C,E,A,C,D,A,A,B,D,D,B,E,C,D,E,A,B,E,C,D,A,C,A,A,B,C,E,A,D,B,E,A,B,B,A,B,C,E,A,D,A,E
210056021461,A,B,D,A,E,D,B,B,A,C,D,A,E,D,C,C,B,B,B,A,B,D,B,E,A,D,C,D,B,C,C,D,B,B,C,D,C,B,A,B,D,C,B,D,E
210054599057,B,E,E,C,A,C,D,D,D,A,C,D,B,D,D,D,E,D,C,D,E,E,B,B,B,C,D,B,B,C,A,B,B,A,D,B,E,A,A,C,E,C,B,E,E
210057524660,C,E,C,B,B,D,E,D,D,C,A,A,E,C,C,C,C,A,D,C,C,D,B,B,B,C,A,C,A,D,B,E,C,A,C,D,B,A,B,A,D,C,E,C,B
210055803523,B,B,E,D,E,C,A,C,A,B,C,B,D,C,C,B,C,C,C,A,C,C,E,D,C,B,B,B,B,A,B,B,B,C,E,B,D,A,D,C,C,A,B,B,A
210056002472,B,C,E,C,A,C,B,A,D,B,B,E,E,B,B,D,A,A,B,D,B,D,C,E,C,B,C,B,B,C,D,E,C,C,E,E,C,A,B,A,C,B,A,E,A
210054994585,B,D,E,C,A,C,B,B,D,B,C,D,B,D,B,D,C,A,C,D,C,A,B,A,B,E,C,D,C,A,D,E,C,D,E,B,A,C,E,A,C,C,A,D,B
210055501093,B,E,B,D,A,C,B,B,A,A,D,C,E,C,B,C,A,A,C,D,E,A,E,B,C,E,A,C,B,A,A,B,B,E,D,D,A,E,B,A,C,C,B,C,A
210057912640,A,E,B,C,B,C,B,A,A,A,C,D,B,D,A,A,C,D,B,A,A,E,B,A,D,C,A,A,B,B,B,D,E,B,B,C,A,D,C,B,A,C,C,A,B
