student_id,TP_SEXO,TP_COR_RACA,IN_TREINEIRO,TP_ESCOLA
210054922442,F,1,0,1
210056323556,F,1,0,1
210055123544,M,3,0,2
210057450070,M,1,0,2
210057936829,M,3,0,2
210057526917,F,5,0,1
210057145916,F,1,0,1
210055072177,F,3,0,2
210057678303,F,1,0,3
210054526783,F,3,0,1
210055824964,M,4,0,2
210055258888,F,1,0,2
210056360790,M,1,0,2
210056907322,F,1,1,1
210057480058,M,1,0,3
210056110542,M,3,0,1
210057860865,M,1,0,1
210057081562,F,2,0,3
210057310474,F,1,0,1
210055527545,F,3,0,1
210056383389,F,3,0,2
210057804042,M,1,0,3
210057950264,F,1,0,1
210057518678,F,4,0,1
210054577309,F,3,0,2
210054984170,M,2,0,1
210055847340,F,2,0,2
210056689405,F,1,0,1
210057506921,F,3,0,1
210057187129,F,1,0,1
210055508529,M,3,1,1
210054546933,F,3,0,1
210056298599,F,0,0,1
210055042604,M,1,0,1
210056230410,F,3,0,3
210056386030,M,2,0,1
210057133367,F,2,0,2
210056402550,M,1,1,1
210055159885,M,3,0,2
210054542784,M,3,0,2
210054677934,F,3,1,1
210055090537,M,2,0,1
210057009167,M,1,0,1
210057872687,F,1,0,3
210054632319,F,1,0,2
210056694824,M,3,0,2
210055175121,M,1,0,1
210056767025,M,1,0,1
210056727914,M,3,0,1
210054946214,F,2,0,1
210057540974,M,1,1,1
210055582635,F,2,0,3
210057170152,M,3,1,1
210055330463,F,3,0,2
210057172536,M,3,0,1
210057597938,M,1,0,3
210058022838,M,3,0,1
210055900180,F,3,0,2
210056009802,F,3,0,2
210055679208,F,1,0,1
210055901585,M,1,0,1
210056370140,F,1,0,1
210057905104,F,1,0,3
210057832171,M,2,0,2
210056742958,M,3,0,1
210054917262,M,3,0,2
210057232036,M,3,0,1
210056017516,M,3,0,2
210057115665,M,3,0,1
210054555069,M,3,0,2
210056992837,M,1,0,3
210056240882,F,1,0,3
210056410902,M,1,0,3
210054883036,M,1,0,2
210057007585,M,1,1,1
210057414760,M,1,0,1
210055946501,F,1,0,1
210057822491,F,1,0,1
210054556615,F,1,0,2
210056162712,M,1,0,1
210057315618,F,3,1,1
210056843351,M,3,0,2
210057301630,M,1,0,1
210056146946,F,1,0,3
210057701185,F,3,1,1
210057579327,F,3,0,2
210055964315,M,1,0,3
210057689532,F,2,0,1
210057437638,M,1,1,1
210057853529,M,3,0,1
210054947096,F,1,0,1
210055559586,M,3,0,2
210055701317,M,3,0,1
210057758365,M,3,0,2
210055244875,M,1,0,3
210054892151,M,3,0,1
210055890561,M,1,0,3
210056097432,M,1,0,3
210055815819,F,1,0,1
210056018739,F,0,0,2
210057626976,F,3,0,2
210054796261,M,1,1,1
210057558089,F,3,1,1
210054520376,M,3,0,1
210054822359,M,3,0,1
210057677075,F,1,0,2
210056712523,M,3,0,2
210055416020,F,3,0,1
210057925904,F,1,0,2
210057930233,F,1,0,2
210057358540,M,1,0,2
210058020594,M,1,0,2
210055322888,M,1,0,1
210055435677,M,2,0,2
210057750962,F,1,1,1
210057462460,F,1,0,3
210056629270,F,1,0,1
210056370492,F,1,0,1
210055420292,M,1,0,2
210057413323,M,2,0,1
210054617359,M,3,0,2
210055465390,M,1,0,2
210056717790,F,3,1,1
210057941593,F,3,0,2
210056117361,M,1,0,3
210055471844,F,1,0,2
210057742163,M,1,0,2
210056750192,F,3,0,2
210057627191,M,2,0,2
210054940201,M,3,0,1
210055203314,F,2,0,2
210057425642,M,1,0,1
210055534751,F,1,1,1
210055139851,F,1,0,2
210055296844,F,1,0,1
210057509644,M,1,0,1
210056879542,M,2,1,1
210055445602,F,1,0,2
210056317569,F,3,0,1
210057647149,M,3,0,1
210056682061,F,2,0,2
210056777237,M,1,0,1
210056458674,F,2,0,1
210056765268,F,3,0,2
210057274561,M,1,0,3
210055504811,F,1,0,3
210055068722,F,1,0,2
210056708346,F,3,0,1
210056206253,F,2,0,2
210055603190,F,1,0,1
210055600365,M,1,0,1
210057998330,F,1,0,1
210055744348,M,3,0,1
210054829363,M,1,0,1
210057897476,F,3,0,1
210057862988,F,1,0,2
210054944690,F,3,0,2
210054698886,M,1,0,2
210054729258,F,1,0,1
210055508834,M,1,0,2
210057902872,F,3,0,1
210057164208,M,3,0,2
210057243324,F,3,0,3
210056668378,M,1,0,1
210056938611,M,3,0,2
210057725628,F,1,0,1
210056227114,F,1,0,2
210055892029,F,3,0,1
210056210654,F,1,0,1
210056891900,F,1,0,1
210056642321,M,3,0,2
210056872087,F,1,0,1
210054513440,F,3,0,1
210056385960,F,2,0,1
210057291490,F,3,0,1
210054527437,F,1,0,1
210057049157,M,1,0,3
210057375567,M,1,0,1
210054965870,F,0,0,3
210056712999,M,2,0,1
210057052044,M,3,0,3
210057044720,M,2,0,1
210056845252,F,3,0,2
210054994616,F,1,0,1
210054714894,F,3,0,1
210054851458,M,2,0,1
210054589815,F,3,0,1
210057167216,F,1,0,1
210055899266,M,1,0,3
210057151952,M,3,0,1
210054919950,F,3,0,2
210054529344,M,1,1,1
210054621870,M,3,0,2
210056872823,M,1,0,3
210055775641,F,0,0,3
210055531333,M,3,0,2
210057669920,F,0,0,1
210056253982,F,2,0,2
210055036328,M,2,0,1
210057311868,F,2,0,2
210057769371,M,3,0,2
210057764995,M,1,1,1
210057862659,M,3,1,1
210057176980,M,1,0,3
210057333950,F,1,0,2
210056706862,M,1,0,1
210058004330,M,3,1,1
210055561359,F,1,0,1
210055103483,M,1,0,1
210057646894,F,1,0,2
210057184890,F,1,0,1
210056145141,M,1,1,1
210054589707,M,1,0,1
210054861803,F,2,0,1
210055606373,M,3,0,2
210054760617,F,3,0,1
210054525406,F,0,0,2
210054488228,F,3,1,1
210057948996,M,3,0,3
210054839741,M,1,0,2
210054624351,M,3,1,1
210057031843,F,1,0,2
210054604550,M,1,0,1
210057833021,F,1,0,1
210054773320,M,4,0,2
210054559585,M,3,0,2
210057069543,F,1,0,2
210057042059,F,0,0,1
210056321217,F,3,0,1
210055734227,M,3,0,1
210055897521,M,1,0,2
210057261697,F,1,0,2
210054825201,F,2,0,1
210056324610,M,3,0,1
210055863812,M,1,0,1
210054587484,F,2,0,1
210056701981,F,1,0,1
210055089432,F,1,0,3
210055941805,F,1,0,1
210056372861,F,2,0,1
210055345536,F,3,1,1
210056718625,M,3,0,2
210055791056,F,2,0,3
210056529678,F,1,0,2
210057796305,F,3,0,2
210057721582,M,3,1,1
210056372253,F,3,0,1
210057598409,F,3,0,1
210056570979,F,2,0,1
210056828293,M,3,1,1
210055850020,F,3,0,1
210056023489,F,1,0,1
210057465288,F,1,0,2
210055617584,M,1,0,2
210055329931,F,1,1,1
210055008330,F,1,0,2
210057413787,F,1,0,1
210056946378,F,3,0,1
210055953421,F,1,0,3
210055850331,F,1,0,1
210055522456,M,1,0,3
210054805567,F,3,0,1
210055151752,M,3,0,1
210056665813,M,3,0,2
210056700477,M,1,0,1
210057579119,F,3,0,1
210057273135,M,1,0,3
210055383664,F,3,0,2
210054615096,M,3,0,1
210057689811,F,3,0,1
210056733060,F,3,0,2
210057998511,F,1,1,1
210054660426,M,1,0,1
210057313959,F,3,0,1
210055405826,M,3,0,3
210056541042,F,3,0,1
210054880262,F,2,0,2
210055195785,M,3,0,1
210056954231,F,2,1,1
210054740597,F,2,0,2
210054662198,F,1,0,1
210056328708,F,3,1,1
210056408375,F,1,0,3
210057473058,F,1,0,1
210057198570,F,1,0,3
210057510219,M,3,0,1
210056795094,M,3,0,1
210057395116,F,1,0,1
210057427056,F,1,0,1
210055416475,F,1,0,1
210056414435,F,0,0,2
210056784717,F,1,0,1
210056718641,F,1,0,2
210054984897,F,1,1,1
210057736666,M,3,0,2
210057507818,M,3,0,1
210056457666,F,3,0,2
210056267993,M,3,0,2
210056544811,M,3,0,1
210055344950,M,3,0,2
210057545914,M,2,0,2
210057298674,M,3,0,1
210055819048,M,1,0,2
210054624594,F,3,0,1
210055113578,M,2,0,1
210056105941,F,1,0,3
210057669122,F,2,0,1
210057031592,F,3,0,2
210055855224,F,3,0,1
210056380821,F,1,1,1
210057070146,F,1,0,1
210057144665,F,3,0,1
210055106946,F,1,1,1
210055446193,F,2,0,1
210057407867,F,1,0,3
210055700981,M,3,0,2
210056146013,F,3,0,1
210055068732,F,3,1,1
210055209822,F,3,0,2
210057436359,M,1,0,2
210054545558,F,1,0,3
210056290106,F,3,0,2
210054642277,F,2,0,1
210054606452,M,1,0,3
210057857658,F,3,0,1
210057260798,M,3,0,2
210056826301,M,3,0,2
210057154209,M,1,0,1
210055123011,F,3,0,1
210055057099,M,1,0,1
210056683753,F,2,0,1
210055239383,M,2,0,1
210056868939,M,3,0,2
210056752408,M,1,0,2
210056196943,M,3,0,3
210056842438,M,3,0,1
210055174361,F,3,0,2
210055695463,F,3,0,2
210056877709,F,3,1,1
210058009700,M,4,0,2
210056997390,F,1,0,3
210056525401,M,1,0,3
210054791797,M,1,0,1
210055542515,F,1,0,2
210055583339,M,1,0,1
210054906552,F,1,1,1
210057156417,F,1,0,1
210057686663,F,3,0,2
210055505598,F,3,0,1
210054964946,M,4,0,1
210055861037,M,1,0,1
210055853780,F,2,0,1
210054821671,F,1,0,3
210056186232,F,3,0,2
210056163456,F,3,0,2
210056667056,F,1,0,3
210055144939,F,3,0,2
210057362545,M,1,0,3
210057339694,F,1,0,1
210056219454,M,1,0,1
210055135077,M,1,0,1
210057153394,M,3,0,1
210055930807,M,1,0,1
210056311915,F,1,0,1
210054651220,F,2,1,1
210054731046,M,2,0,2
210057654089,M,3,1,1
210055519286,F,1,0,2
210056123553,F,1,0,1
210057124555,M,3,0,1
210054715822,F,1,0,1
210057158326,M,2,0,1
210056839832,F,1,0,1
210056998781,M,2,0,2
210055728987,M,3,0,3
210055480908,M,3,0,2
210054633020,F,3,0,1
210056056202,M,1,0,3
210055285111,M,1,0,1
210055066884,F,1,0,2
210057667150,M,1,1,1
210056659898,F,2,0,2
210057833927,M,2,0,2
210057417457,M,1,0,3
210055183765,M,1,1,1
210057042798,M,3,0,1
210054763989,F,2,0,1
210055374358,F,3,0,3
210055407126,M,1,0,1
210056406250,M,1,1,1
210056528323,M,2,0,1
210056633396,M,1,0,3
210055579838,M,3,0,1
210054495048,M,3,0,1
210054644680,M,3,0,2
210054888409,M,3,0,3
210055093461,M,1,0,2
210057199800,M,3,0,1
210055687929,M,1,0,2
210055180651,F,1,0,2
210057866683,F,1,0,1
210056670524,F,1,0,2
210055123012,F,1,0,3
210055973998,F,1,0,3
210055048549,F,3,0,2
210054484955,F,3,1,1
210057254896,F,3,0,2
210055837765,M,3,0,1
210057047062,F,3,0,1
210056660601,M,1,0,2
210056970787,M,2,0,1
210056456727,M,1,0,2
210055417732,M,1,0,1
210055421087,M,1,0,3
210056832015,F,3,0,2
210056055762,F,3,0,3
210057042500,M,3,0,1
210056702437,M,3,0,1
210054742018,F,1,1,1
210056736917,F,0,0,3
210057190638,M,3,0,2
210056911614,M,1,0,1
210056849637,F,1,0,1
210054971353,M,3,0,2
210054987024,M,3,0,3
210055797128,M,1,0,3
210055067896,F,4,0,1
210057917447,M,2,0,1
210054865479,F,3,0,1
210055432763,M,3,1,1
210057613237,M,3,0,1
210057759836,F,3,0,2
210056491864,F,3,0,2
210056925442,M,1,1,1
210057626776,M,3,0,1
210056028236,F,1,0,2
210056222799,M,1,0,1
210055738514,F,3,0,2
210056462196,F,4,0,2
210054875587,F,1,0,1
210056519583,F,3,0,1
210056808009,F,3,0,1
210056955523,F,3,0,2
210057590489,F,3,0,1
210057097147,F,1,0,3
210054728002,M,1,0,1
210057409303,F,1,1,1
210054505733,F,3,0,1
210055545175,F,1,0,1
210055294397,M,3,0,2
210055956843,M,3,0,1
210056378413,F,1,1,1
210054610708,F,3,1,1
210054747749,M,3,0,1
210055053250,F,3,1,1
210057811286,F,3,0,3
210056967810,M,3,0,1
210055710050,F,1,0,2
210056541644,M,1,0,3
210056822529,F,3,0,1
210055499378,M,3,0,1
210057340681,F,1,0,2
210055857550,M,3,0,1
210057885672,M,3,0,1
210055883029,M,3,0,1
210057761451,M,3,0,3
210057784055,M,3,0,1
210055330491,F,3,0,1
210055196398,M,1,0,3
210058002389,F,1,0,3
210057912791,M,1,0,3
210056540259,M,3,0,2
210056565066,M,1,0,3
210055531969,F,1,0,1
210054950836,F,1,0,1
210055638792,M,1,0,1
210055692346,F,2,0,2
210056781271,M,3,0,1
210055757950,F,1,0,1
210054631721,F,3,0,1
210056289726,F,3,1,1
210056789537,F,1,0,2
210054734730,M,1,0,2
210055300198,F,3,0,2
210054548883,M,1,0,1
210055545212,M,3,0,2
210057168582,F,1,0,2
210054633827,M,3,1,1
210054480608,M,3,0,1
210057799578,F,1,0,1
210057125390,M,1,0,2
210057149853,F,1,0,1
210057238473,M,2,0,1
210054582533,F,1,0,2
210054972855,M,5,0,3
210057877152,M,1,0,2
210057822107,F,2,0,1
210056779442,M,3,0,1
210056719675,M,3,0,1
210055085683,F,1,0,3
210055867928,F,1,0,1
210054767307,M,1,1,1
210055795032,M,3,0,1
210056364260,F,2,0,1
210056978864,M,3,0,2
210056799686,F,3,0,1
210057784938,F,1,0,1
210057532576,F,3,0,3
210054897672,M,3,0,2
210057310715,F,1,0,3
210057582964,M,3,0,2
210056602516,F,3,1,1
210057132168,M,0,1,1
210057820336,M,2,0,2
210056902221,M,4,0,1
210055324370,M,1,0,1
210056788950,M,3,0,2
210055877835,M,1,1,1
210055173799,M,3,0,2
210056045802,F,1,0,3
210057849980,F,3,0,2
210057597268,M,2,0,1
210057485970,M,3,0,1
210056150234,F,3,0,1
210054538261,M,3,0,1
210056281066,M,3,0,2
210056211456,F,3,0,1
210056986261,M,1,0,3
210055123314,M,5,0,2
210055349398,F,3,1,1
210055315868,F,3,1,1
210057304823,F,1,0,1
210055752791,F,3,1,1
210055001546,M,1,0,2
210057801328,F,1,0,1
210056455005,F,3,0,2
210054625712,M,3,0,2
210057667007,F,1,0,2
210057280203,F,1,0,2
210055048586,F,3,0,1
210057334397,F,3,0,2
210054784307,M,3,0,2
210058002061,M,1,1,1
210057217185,M,3,0,1
210056723548,F,3,0,1
210056953611,M,1,0,2
210055574632,F,1,0,1
210054519860,M,1,0,3
210057268167,F,3,0,2
210056959719,F,1,0,2
210054706215,F,3,0,1
210057271471,M,1,0,2
210058019746,F,4,0,1
210057358280,F,2,0,2
210056366418,F,1,0,1
210055531790,M,1,0,1
210057232249,F,2,0,1
210057401197,F,2,0,3
210056271721,M,3,0,2
210057612797,M,1,0,1
210056144557,M,3,0,2
210054955336,M,3,0,2
210057413202,M,1,0,1
210056696501,M,3,0,3
210055941845,M,3,1,1
210054507861,M,1,0,1
210056551069,M,1,0,1
210055256256,F,3,1,1
210057350643,M,1,0,2
210055978929,F,1,0,2
210054577178,M,0,0,1
210054518080,M,3,0,2
210057174557,F,1,1,1
210055528198,M,3,0,1
210054615240,M,3,0,2
210054538872,F,3,0,1
210055864770,M,1,0,1
210056899002,M,2,0,1
210057713894,M,1,1,1
210057486125,F,3,0,1
210057869512,F,2,0,2
210057844815,M,3,1,1
210057375616,M,1,0,3
210055902114,M,1,1,1
210056835298,F,3,1,1
210054961784,F,4,0,1
210056741281,F,3,1,1
210055067582,M,1,0,3
210057313919,M,1,0,1
210057797131,F,0,0,1
210056274470,F,1,1,1
210057336032,F,1,0,3
210054690684,M,2,0,3
210057662663,F,1,0,1
210056657819,M,3,0,1
210057586125,M,1,0,1
210057290960,M,0,0,1
210054954996,M,1,0,1
210056213819,F,3,0,1
210057315990,F,3,0,1
210054803843,F,1,0,2
210055128930,M,1,0,3
210054644410,M,2,0,1
210057038698,M,1,1,1
210056148020,M,3,0,2
210057144695,M,1,0,1
210054978364,F,1,0,3
210055567384,F,3,0,1
210055773218,M,1,1,1
210056366044,M,3,0,2
210054825641,M,1,1,1
210056459487,M,1,0,1
210055500497,F,3,0,1
210054938401,M,1,0,2
210054940258,F,1,0,1
210056031335,M,1,1,1
210056684440,M,3,0,3
210056365529,M,1,0,1
210055827561,M,1,0,3
210055735316,M,1,0,3
210054505166,F,3,0,1
210057918084,M,1,1,1
210055324150,M,0,0,2
210056210276,M,3,0,1
210054562885,M,3,0,3
210056717246,M,1,0,3
210055227410,M,3,0,1
210057676082,M,3,0,1
210054632248,F,3,0,2
210055610080,F,1,0,1
210056858027,F,4,0,3
210057881156,M,1,1,1
210057611205,M,1,0,2
210054612701,F,1,1,1
210055443546,M,3,0,1
210056695176,M,3,0,2
210055988317,M,1,0,1
210055475051,M,3,0,2
210055509712,F,5,0,1
210055693721,F,1,0,2
210057511427,M,3,0,2
210054891140,M,3,0,1
210055259004,M,1,0,1
210055682252,M,3,0,2
210054804454,F,1,0,1
210057042165,F,1,0,2
210054627420,M,3,0,1
210055179807,F,1,0,1
210055707046,M,3,0,2
210055450222,F,3,0,1
210057988912,M,1,0,3
210056467975,F,2,0,2
210057171170,M,3,1,1
210055356350,M,1,0,2
210057606629,F,3,0,2
210054991081,F,3,0,1
210055952930,F,3,0,1
210056094543,F,2,0,2
210054681620,M,1,0,1
210057176781,M,3,0,2
210056700790,M,3,0,1
210057771918,M,3,0,3
210057461415,F,1,1,1
210056244501,F,3,0,1
210055918825,F,3,0,1
210055453581,M,1,0,2
210055558802,M,1,0,2
210057074389,F,3,0,1
210055851934,F,1,0,1
210054667334,M,3,0,2
210057087413,F,1,0,1
210055002381,F,1,0,1
210054604196,M,1,0,2
210057940238,M,3,0,1
210057681954,M,1,0,1
210056100705,F,4,0,3
210055753495,F,3,0,2
210055015242,M,1,0,2
210057825103,F,1,0,1
210054687795,M,2,0,1
210056656402,M,3,1,1
210056357261,F,1,0,1
210056699749,M,2,0,1
210056983938,M,1,0,1
210054831655,F,1,0,1
210055410140,F,1,1,1
210057473660,F,3,0,1
210056930047,F,1,0,3
210054651492,M,1,0,1
210054847670,M,3,0,2
210057586503,F,1,0,3
210056724896,F,1,0,1
210057510622,M,3,0,2
210057355375,F,3,0,2
210055167087,M,2,0,1
210056768597,M,1,0,1
210055634219,M,3,0,3
210054522928,F,3,0,1
210057077168,M,1,0,2
210058017984,M,1,0,1
210056701212,M,1,0,1
210056340443,F,2,0,1
210054589758,F,3,0,2
210054588859,M,3,0,1
210055985484,M,2,0,2
210057418706,F,1,0,2
210056992195,M,1,0,2
210054527042,M,3,0,1
210054599640,M,2,0,1
210056596911,F,1,1,1
210056126230,F,1,0,3
210055194791,M,1,0,3
210056629189,M,2,0,2
210058024879,M,1,0,1
210055424962,F,4,0,3
210057846074,F,1,0,1
210057364761,M,1,0,3
210054482982,F,1,1,1
210057371297,F,1,1,1
210057610192,M,3,0,2
210055352361,F,1,1,1
210057293181,M,1,0,1
210055680839,M,3,0,2
210054615861,M,1,0,1
210057563328,F,2,0,2
210056306908,M,1,1,1
210057372468,F,3,1,1
210056905392,M,1,0,1
210055133961,F,1,1,1
210056115712,F,3,0,2
210057648867,F,1,0,1
210056626816,F,3,0,1
210056084500,F,1,0,1
210057649645,F,3,1,1
210057402712,F,3,0,1
210057705111,F,1,0,1
210057825985,M,1,0,2
210057233356,F,1,0,2
210057866128,M,1,0,1
210056381517,M,1,1,1
210054499876,M,1,0,1
210055765862,F,3,0,2
210056059216,M,1,0,3
210057133347,F,3,0,1
210054547586,F,2,0,2
210054929033,M,3,0,2
210056736209,F,1,0,3
210054910956,F,3,1,1
210057800343,M,1,0,3
210057930676,F,3,0,2
210054960599,F,1,0,1
210056933738,F,1,0,1
210056613078,M,3,0,3
210054585643,F,1,0,1
210057234723,F,3,0,1
210055834423,M,1,0,2
210055892374,M,1,1,1
210055627323,F,1,0,1
210055767529,M,2,1,1
210056900826,F,3,0,2
210054693891,M,3,0,1
210056631611,M,1,0,3
210056062921,F,1,0,3
210056812625,M,3,0,2
210055094719,M,1,0,1
210056257985,M,1,0,3
210055469966,M,1,0,2
210055728171,M,1,0,2
210056455274,M,3,0,1
210055077335,F,3,0,1
210054937614,F,3,0,1
210054553589,M,3,1,1
210055450433,F,3,0,1
210057344064,M,1,0,3
210055108170,F,3,0,1
210057595769,M,2,0,1
210055949591,F,1,1,1
210056224664,F,2,0,2
210056504933,F,1,1,1
210056866971,M,0,0,1
210054479763,F,3,0,2
210055713047,M,1,0,2
210054511446,F,1,0,1
