student_id,TP_SEXO,TP_COR_RACA,IN_TREINEIRO,TP_ESCOLA
210057629117,M,2,0,2
210057949522,F,1,0,1
210057094524,M,1,0,1
210055530888,M,1,0,2
210057602791,M,1,1,1
210056915931,M,1,0,3
210056325478,F,2,0,1
210055868653,F,1,0,2
210054839739,M,3,0,1
210054925955,F,5,0,2
210055824987,F,3,0,3
210055998265,F,1,1,1
210057636983,M,3,0,2
210054558172,M,3,0,2
210056189061,F,1,0,2
210055422179,M,1,0,2
210054665252,M,1,0,1
210056610334,M,1,0,3
210056238272,M,0,0,1
210054574146,F,3,1,1
210056483450,M,0,0,1
210056214346,F,2,0,1
210056888133,M,3,0,1
210056667281,F,3,0,1
210056368204,F,3,0,2
210056747547,M,1,0,1
210054954564,M,3,1,1
210057375427,M,1,0,3
210057603673,F,1,0,3
210055230350,F,3,0,1
210054982808,M,3,0,1
210057380140,F,1,0,2
210054808937,F,1,0,2
210057578605,M,2,0,2
210055271408,F,3,0,2
210054707751,M,3,0,1
210054478229,M,3,0,1
210055013547,F,2,0,1
210055545524,F,1,0,1
210055032501,F,2,0,2
210055084833,M,2,0,1
210056849529,M,1,0,3
210057419800,F,1,0,1
210057504714,F,3,0,1
210056482667,F,1,0,2
210056292293,M,3,0,2
210055565397,M,1,0,2
210055114645,F,1,0,3
210055196491,F,1,0,1
210057241792,M,1,1,1
210055309575,F,3,0,1
210055835252,F,2,0,1
210054575345,F,2,0,1
210055498322,F,3,0,2
210054737644,M,1,0,1
210054614736,F,3,0,2
210054811210,M,3,0,3
210055824310,M,2,0,1
210056379642,M,2,1,1
210055266453,M,1,0,1
210054491093,M,3,0,1
210055731353,M,3,0,1
210054966308,F,1,0,2
210056909771,F,3,0,1
210055106765,M,0,0,2
210056800339,M,2,0,3
210054976705,M,1,0,1
210054732216,M,1,0,2
210055106175,M,3,0,1
210057716068,M,1,0,1
210057103822,M,1,0,1
210056895217,F,2,0,1
210055179014,F,3,0,2
210054479430,F,2,0,1
210056710987,M,3,0,1
210055412067,M,1,0,3
210054940874,F,1,0,1
210054549827,F,3,1,1
210056371194,M,3,1,1
210056803994,M,1,0,3
210054637053,M,3,0,3
210056914999,F,3,0,1
210054878679,F,3,0,2
210056358316,F,3,0,1
210055752322,F,1,0,2
210057599557,F,3,0,1
210054664401,M,1,0,2
210054586564,F,1,0,1
210056968090,F,3,0,3
210057309726,F,1,0,1
210057232152,M,3,1,1
210057450112,M,1,0,2
210055186137,F,3,0,2
210057174784,F,1,0,2
210056446780,M,3,1,1
210055049117,M,1,1,1
210056827904,M,3,1,1
210056799565,F,3,1,1
210057646710,M,3,0,2
210056480666,M,2,0,1
210054496544,F,1,0,1
210055316996,F,1,0,2
210054998856,F,1,0,2
210057259483,F,1,0,2
210057944845,M,1,0,2
210055605320,M,3,0,1
210057771633,M,3,0,2
210056985882,M,1,0,3
210055364015,F,1,0,2
210057496943,M,1,1,1
210056149811,F,1,0,1
210055275429,M,3,0,2
210054826978,F,1,0,1
210054856682,F,0,0,1
210054478835,F,2,0,1
210056366079,M,2,0,1
210056602478,F,3,0,1
210055225964,F,1,0,1
210056948304,F,1,0,1
210056149953,M,0,0,2
210055308772,F,2,0,1
210056225863,F,3,0,1
210055536199,F,1,0,2
210055480977,F,1,0,2
210057708292,F,3,1,1
210055285087,M,1,0,3
210057275120,M,2,0,2
210056351521,F,2,0,2
210057013942,F,2,0,2
210057176475,M,1,1,1
210055732197,M,2,0,2
210057403365,F,4,0,2
210055422031,F,1,0,2
210055097627,F,3,1,1
210056154419,F,1,0,2
210055051253,M,3,0,1
210057595956,F,2,0,1
210055696242,F,2,1,1
210056334685,M,1,0,1
210056499456,F,1,0,3
210056906021,M,1,0,1
210057356259,F,3,0,2
210054613577,F,2,0,1
210057168665,M,1,0,3
210057715988,F,3,0,2
210057604279,M,1,0,3
210054987831,F,1,0,2
210057603462,F,1,1,1
210056373012,M,3,0,3
210055635924,F,3,0,2
210056705071,M,1,0,1
210056756212,M,3,0,2
210054767110,F,2,0,1
210057429380,F,3,0,2
210054645281,M,1,0,2
210057143336,M,3,0,1
210056510952,M,3,0,1
210055491488,M,0,0,2
210055666454,F,1,0,2
210054827883,M,1,1,1
210054530317,F,3,0,1
210055679182,F,3,0,1
210054909838,F,3,0,3
210057838567,M,1,1,1
210056038218,M,3,0,1
210057086487,M,1,1,1
210056324405,M,3,0,1
210055534129,F,2,0,1
210055632262,F,2,0,2
210057808844,F,3,0,1
210057098894,F,1,0,1
210057465600,M,1,0,3
210055554700,M,1,0,2
210058010472,M,1,0,1
210056331075,F,1,1,1
210056102047,F,1,0,1
210055842095,F,3,0,1
210056811276,M,3,0,1
210056447794,M,3,0,2
210055135615,F,0,0,2
210056844704,M,3,0,2
210056805729,F,2,0,1
210054518264,F,1,0,1
210057222077,F,1,0,1
210054711968,M,3,0,2
210054835146,M,3,1,1
210056576416,F,3,0,1
210056612482,F,3,0,1
210054863331,M,1,0,3
210054510432,M,3,0,2
210056178330,M,3,0,1
210057418475,F,1,0,2
210056705665,M,1,0,1
210054955819,M,3,1,1
210054604869,M,2,0,1
210056905091,M,3,0,2
210057602397,M,2,0,1
210056718787,M,3,0,1
210056481427,F,1,1,1
210056655271,M,2,0,2
210054544995,M,1,0,3
210054709760,F,1,0,1
210055571782,M,3,0,3
210056710296,F,3,0,1
210056488520,F,1,0,1
210057584475,M,1,0,1
210055895531,M,3,0,2
210057771135,F,1,0,2
210055382694,M,1,0,1
210054517610,F,1,0,1
210057414404,M,3,0,1
210056227652,M,1,0,3
210057402321,F,2,0,1
210058000460,M,1,0,1
210057162665,M,3,0,1
210054682222,F,3,0,2
210056112250,M,1,0,3
210055856428,M,3,0,1
210055632928,F,1,0,1
210055547976,M,1,1,1
210055841339,M,2,0,1
210054951916,F,2,0,1
210054607603,M,3,0,2
210054874635,F,3,1,1
210055967986,F,3,0,2
210054508771,F,3,0,1
210054825013,M,1,0,1
210057147405,M,0,0,1
210057414579,M,3,0,1
210057791851,F,3,0,2
210054930698,M,3,0,2
210057336847,M,3,1,1
210054812364,M,1,0,1
210057231135,M,3,0,1
210057613514,F,3,0,1
210056648052,M,1,0,3
210054686570,M,2,0,2
210057873681,F,1,0,3
210056380333,M,3,1,1
210054490499,F,3,0,2
210056800036,M,2,0,1
210057186342,F,2,1,1
210057780829,M,1,1,1
210054741825,F,1,0,2
210056884314,M,3,0,2
210055789436,F,1,0,1
210055298968,M,4,0,1
210054979454,M,1,0,1
210057647685,M,3,0,1
210055161630,M,0,0,1
210056389708,M,1,0,2
210055765790,F,1,1,1
210055304209,F,0,0,2
210055639839,F,1,0,2
210055600800,M,1,0,1
210057953655,M,1,0,1
210054584756,M,3,0,1
210057241324,F,1,0,3
210057686306,F,1,0,2
210055150840,F,3,0,1
210055538387,F,1,0,2
210054712671,F,1,0,2
210056765308,M,3,0,2
210056375877,F,3,0,1
210055756598,M,1,1,1
210054975143,F,3,0,1
210056906604,F,1,0,2
210057591791,M,3,0,2
210055700462,F,1,0,1
210055128322,F,3,0,2
210055463643,F,3,0,1
210055327817,F,3,0,1
210054512756,M,2,0,1
210056136581,F,2,0,1
210055979492,F,1,0,3
210054966503,M,3,0,1
210055613799,M,1,1,1
210057712458,F,3,0,1
210057132318,M,2,0,1
210057198407,M,1,0,3
210055114249,M,3,0,2
210054842363,F,3,0,2
210054582438,M,2,0,1
210056396851,F,2,0,3
210057363707,F,3,0,2
210055284446,F,3,1,1
210055814511,F,2,0,2
210055465476,F,1,0,2
210056720863,M,1,0,2
210056770656,M,2,0,1
210055507906,M,1,0,1
210054531988,M,1,0,3
210056684412,M,2,0,1
210056626034,M,3,0,1
210057242465,F,1,0,1
210057078404,M,1,1,1
210057347720,F,1,0,2
210054955534,M,3,0,2
210055782753,F,1,1,1
210057170712,F,1,0,2
210057313704,M,4,1,1
210055139925,M,1,0,1
210055989530,F,4,1,1
210055913599,F,2,0,1
210055799521,M,1,1,1
210058006091,F,3,0,1
210054652914,M,3,1,1
210054625088,F,1,0,1
210057345707,F,3,0,2
210056761472,F,1,0,2
210055677525,M,1,0,3
210055378960,M,1,0,2
210054743634,M,3,0,2
210054557142,M,1,0,3
210055656218,M,3,0,1
210055582119,M,1,0,2
210057004263,F,1,0,3
210058020856,M,3,1,1
210055421708,F,3,1,1
210057592627,M,5,0,2
210057670421,M,3,1,1
210055623047,M,2,0,1
210057095445,M,1,0,3
210056318515,F,3,0,1
210056421004,F,3,0,1
210056354488,F,5,0,1
210057349871,F,1,0,1
210055519815,M,3,0,1
210054485210,M,3,0,1
210054529887,M,4,0,2
210055826389,F,1,0,3
210057061309,F,3,0,1
210057879716,F,1,0,1
210055521752,M,1,1,1
210057330238,M,1,0,1
210054624274,F,3,0,2
210056581694,F,3,0,1
210055588340,M,1,0,2
210055027716,F,3,0,1
210055445717,F,1,0,2
210057140478,F,3,0,1
210058015571,F,1,0,1
210057008958,F,2,0,1
210056299904,M,1,0,3
210057117398,M,2,0,2
210057613367,F,3,0,2
210057030408,F,1,0,2
210054560782,M,1,0,3
210056310784,F,3,0,1
210057700998,M,1,0,2
210054530438,M,3,0,1
210054587534,F,1,0,1
210057606036,F,1,0,2
210056000433,F,1,0,2
210056507618,M,3,0,2
210054969445,M,1,0,1
210057828302,M,3,0,1
210055782193,M,1,0,1
210055264130,M,3,0,2
210055846005,F,1,0,3
210056985297,F,1,1,1
210057537309,F,3,0,1
210055850321,F,1,0,1
210057499808,F,3,0,1
210056852624,F,2,0,1
210056605443,F,3,0,3
210055885867,M,1,1,1
210055394378,F,2,0,1
210056119009,M,3,0,1
210054531041,M,2,0,1
210055597888,M,2,0,1
210057795392,M,3,0,2
210057365830,M,1,0,1
210056440061,M,2,0,2
210055879945,F,3,0,1
210056945432,F,3,1,1
210057884310,F,1,0,1
210054511633,M,3,0,2
210055361033,F,1,1,1
210057142390,F,1,0,1
210056373157,F,3,0,1
210056928181,F,1,1,1
210055826219,F,1,0,1
210054547577,M,3,0,2
210054960509,M,3,0,1
210055380769,M,3,0,1
210054616419,F,2,0,1
210054678365,M,3,1,1
210057000333,M,1,1,1
210054516753,M,3,0,1
210056786025,M,2,0,1
210054702648,M,1,1,1
210056971012,F,1,0,1
210054726470,M,1,0,2
210054519710,F,5,0,1
210055226915,M,2,0,3
210057029306,M,3,0,1
210057413427,F,3,0,1
210054856999,M,2,0,1
210056355132,F,3,0,2
210055949736,F,1,1,1
210056321878,M,3,0,1
210057628652,M,1,0,2
210058020212,F,1,0,1
210055698117,M,2,0,2
210055295553,F,1,0,1
210054990097,F,3,0,1
210057916553,M,2,0,1
210055650749,F,3,0,1
210056483264,M,3,1,1
210055700124,M,3,0,2
210055217863,F,1,0,2
210057691466,F,1,1,1
210055924269,M,1,0,1
210057100597,F,3,0,1
210055695923,M,0,0,3
210054585146,F,3,0,1
210054871174,F,2,0,2
210055077860,M,2,0,2
210057864295,M,1,1,1
210055337332,M,1,0,1
210056735007,M,3,0,3
210055350779,F,2,1,1
210056182637,F,1,0,1
210057860695,M,3,0,1
210057814586,F,1,0,1
210054574681,M,1,0,1
210054940705,F,3,0,1
210056716243,F,1,0,1
210054478432,M,1,0,1
210057035858,F,1,0,1
210056318998,F,3,0,1
210056931510,M,1,0,1
210054906037,M,3,0,2
210054647390,M,3,0,2
210056660999,M,3,0,2
210055023775,F,3,0,1
210054678498,M,1,0,3
210054572907,F,2,0,1
210055985356,M,1,0,3
210056723579,F,2,0,1
210055432607,M,1,1,1
210057822823,M,3,0,2
210054631929,M,3,0,2
210057333199,F,1,0,1
210056717571,F,3,0,1
210057188832,F,1,0,3
210054996638,M,1,0,1
210054629575,F,3,0,1
210055986450,F,3,0,1
210055661632,F,1,0,1
210054896292,M,3,0,3
210055653985,F,1,0,1
210057632271,M,3,1,1
210056849582,F,3,0,1
210055506169,M,3,0,2
210055069199,F,3,1,1
210054790754,F,1,0,2
210054925349,M,1,0,2
210055458363,F,3,0,1
210054495810,M,3,0,1
210054531522,M,0,0,2
210057508365,F,3,0,1
210054786809,F,3,0,1
210056833237,M,3,0,1
210056217657,F,1,0,1
210054650108,M,3,0,3
210054593809,F,3,0,2
210055191492,F,1,0,1
210056871542,M,3,0,1
210056363858,F,1,0,1
210054856646,M,1,0,1
210056470578,M,1,0,3
210057131824,F,1,0,2
210057297056,M,1,0,2
210057676777,M,2,0,2
210057755593,M,3,1,1
210055896861,F,2,0,1
210055906635,F,1,0,2
210056601888,F,1,0,1
210054711249,M,3,1,1
210054969745,M,3,0,1
210055974731,M,1,0,2
210056658726,F,1,1,1
210055055125,F,2,1,1
210057557021,F,1,1,1
210057061699,F,2,0,1
210057374693,M,3,0,2
210054629251,M,3,0,2
210055673380,F,3,1,1
210056156984,F,3,0,2
210057053601,F,1,0,2
210056383575,F,1,0,2
210055630692,F,1,0,1
210055318657,F,1,0,3
210056834016,M,3,0,2
210056326806,M,3,0,2
210054653247,M,1,0,1
210054691026,M,1,0,2
210057966948,M,3,0,2
210057334281,M,1,0,2
210057382335,F,1,0,2
210056421184,M,1,0,3
210056323344,F,3,0,1
210057325733,M,3,0,2
210054492395,F,1,1,1
210057575918,F,3,0,2
210056324481,F,3,0,1
210054714025,M,3,0,2
210054811632,M,3,0,1
210054852295,F,1,0,2
210055883451,M,1,0,1
210057639641,M,2,0,1
210057895764,M,1,0,3
210055013540,M,3,0,2
210057292586,M,3,0,1
210055540115,M,3,1,1
210056183788,F,1,0,1
210056104893,M,1,1,1
210056131039,F,2,0,1
210056113435,F,3,0,1
210054661047,F,1,0,1
210057421075,F,2,0,1
210056357559,M,2,0,1
210054618582,M,1,0,1
210055874180,M,1,0,3
210054572683,M,3,1,1
210057441673,M,2,0,2
210055460058,F,3,0,1
210057634540,M,2,0,2
210056369170,F,1,0,1
210057806071,M,3,0,2
210056811183,F,3,0,2
210057608909,M,2,0,1
210054490381,F,3,0,1
210057959319,M,1,0,1
210055583421,F,3,0,1
210056936282,M,1,0,1
210056150515,F,1,0,2
210055245720,F,1,0,2
210056083326,M,3,0,3
210057897760,M,1,0,2
210057559009,F,3,0,1
210054936576,F,4,0,2
210056505019,M,3,0,2
210055933122,F,1,0,1
210055440374,F,3,0,1
210055369906,F,3,0,2
210056783896,F,3,1,1
210057925945,M,2,0,1
210055108272,M,3,1,1
210054777030,M,2,0,2
210057229274,M,3,0,1
210055441976,M,1,0,3
210057817909,M,3,0,2
210057178206,F,3,0,2
210055061941,F,3,0,1
210057506673,F,2,0,1
210057336070,M,1,0,1
210056902682,M,1,0,1
210055151764,F,1,1,1
210056370204,F,3,0,2
210055356707,M,1,0,2
210057477429,M,3,0,1
210057268780,F,1,0,3
210055860537,F,3,0,1
210055099293,F,3,0,2
210056988001,F,3,0,2
210056645475,M,3,1,1
210054587771,F,3,0,2
210055130148,M,1,0,2
210057781178,M,2,0,1
210057635196,M,1,0,2
210055032517,F,3,0,2
210054989206,F,1,0,2
210054709812,M,1,0,3
210054551725,F,3,0,1
210055606326,F,1,0,2
210055037031,F,3,0,1
210055052530,M,3,0,1
210057782048,M,1,0,1
210057822863,F,3,0,1
210055447144,M,1,0,3
210056140254,M,3,0,1
210056219860,M,1,1,1
210057062068,F,3,0,1
210057120626,M,1,0,2
210056701796,F,1,0,1
210055523483,F,3,0,1
210057432317,M,2,0,1
210057855791,M,1,0,1
210057250634,M,3,0,3
210057690646,F,1,0,1
210055484548,F,1,0,1
210056215365,M,1,0,1
210057217016,F,1,1,1
210056798773,F,1,0,1
210057595259,F,3,0,1
210054848147,F,2,0,2
210057618831,F,1,0,1
210056297717,M,1,1,1
210058008108,M,3,0,2
210054600922,M,3,0,1
210054539985,M,1,0,3
210054572404,M,1,0,3
210054782109,M,1,0,2
210057042214,M,3,0,1
210056753857,M,2,0,1
210056995178,F,1,0,1
210054837573,M,3,0,2
210055497698,M,3,0,3
210057395585,F,1,0,3
210054635604,M,3,0,2
210057063206,F,2,0,2
210055433114,M,1,1,1
210056451093,F,3,0,1
210056403127,F,1,0,1
210056479781,M,1,0,1
210054804230,F,3,0,2
210057127437,F,1,0,3
210055467537,F,1,0,1
210055645158,M,1,0,1
210055139148,M,3,0,2
210056747678,M,1,0,1
210057784654,M,3,0,3
210056457186,F,1,0,2
210057316468,M,3,0,1
210057807898,F,3,0,1
210057172997,F,1,0,3
210055051596,F,3,0,2
210055053416,M,2,0,1
210057243876,F,3,0,2
210055645754,F,1,0,1
210057327960,M,1,0,1
210057647268,F,4,0,1
210057662419,F,1,0,1
210055003511,M,1,0,1
210057451655,M,1,0,1
210055284160,F,3,0,1
210057908011,F,1,1,1
210057231688,F,1,0,3
210056797777,M,1,0,1
210057610660,M,1,0,3
210056306217,M,1,1,1
210054589726,M,1,0,1
210054504719,M,3,0,1
210057611060,M,1,0,2
210056662019,M,3,1,1
210054600413,M,2,0,1
210054979555,F,3,0,2
210055790169,M,3,0,2
210054951935,M,2,0,2
210055015241,M,1,0,2
210056839403,M,3,0,2
210054535971,M,3,0,1
210057559560,M,3,0,3
210057167348,M,3,1,1
210057132381,M,2,0,1
210057983219,M,2,1,1
210054590606,M,3,0,1
210058007030,M,0,0,3
210055529032,F,3,0,1
210057414357,M,3,0,1
210057266109,F,0,0,1
210057590734,M,3,0,1
210055411404,M,3,0,2
210054566544,M,3,0,1
210056579799,F,2,0,1
210054487320,F,2,0,1
210057157347,F,2,0,1
210057703375,M,3,1,1
210056268246,F,1,0,2
210057585020,M,1,0,1
210054483538,F,1,0,1
210056691378,M,3,0,3
210055822871,M,3,0,2
210055990588,F,1,0,1
210057428387,M,1,0,1
210055188769,F,4,1,1
210057486668,M,1,0,1
210056606273,F,3,1,1
210054737208,F,0,0,2
210055248681,F,4,0,1
210054706543,M,1,0,2
210055875901,M,1,0,2
210055106753,M,3,0,1
210056838189,F,5,0,2
210054556561,F,3,0,1
210057885503,F,3,0,1
210056686638,F,3,0,2
210057843067,F,2,0,2
210057971763,F,3,0,2
210056867342,M,3,0,2
210056211349,F,3,0,1
210056149235,F,2,0,1
210057599808,F,3,0,2
210054860205,M,3,0,1
210057851253,M,1,0,1
210054856448,F,3,0,1
210057371432,M,1,0,3
210054730091,F,1,0,1
210054485142,F,3,0,1
210054640683,F,3,0,1
210054681236,F,3,0,2
210056500403,F,1,0,2
210056739674,M,3,0,2
210057447669,M,1,1,1
210056361899,M,3,0,1
210056111374,M,1,0,1
210055457518,F,3,0,1
210056868641,M,1,0,3
210055273984,M,2,0,3
210057194763,M,1,0,1
210054482723,F,1,1,1
210057601303,F,1,0,2
210055415586,F,1,0,2
210057582979,M,3,0,3
210055632971,M,1,0,1
210057330210,M,5,0,2
210056639232,F,3,0,2
210056527631,F,3,1,1
210058010543,F,3,0,2
210056848346,F,3,0,3
210054584687,F,1,0,2
210055415211,F,4,0,2
210057426900,F,1,0,3
210054703125,F,1,0,2
210054962536,F,3,0,1
210054773574,M,3,0,1
210055765947,M,2,0,2
210057047069,F,1,0,1
210056213583,M,3,0,1
210057959411,F,3,0,1
210055265037,F,3,0,2
210054986479,M,1,0,3
210054592606,F,1,0,1
210056325560,M,3,0,1
210057665469,F,1,0,1
210056694228,F,2,0,2
210054911461,F,1,1,1
210056726320,F,4,0,2
210055491318,F,2,0,1
210056842350,F,3,0,2
210054858189,F,3,0,1
210057839120,M,1,0,1
210054883044,M,1,0,1
210057435185,F,3,0,1
210055196039,F,1,0,1
210054661070,M,1,0,1
210057402843,F,1,0,3
210056057604,F,1,1,1
210057941259,F,2,0,1
210054517623,M,1,0,1
210054682665,F,3,0,1
210056120744,M,1,0,1
210055266501,F,1,0,1
210054752622,M,1,0,1
210056852051,F,3,1,1
210057455258,M,1,0,3
210056589226,M,2,0,1
210057662441,F,3,0,3
210056600336,M,1,1,1
210056339125,F,0,0,1
210054644457,M,4,1,1
210055407065,M,1,0,1
210054737305,F,3,0,3
210056827043,M,3,0,1
210055724764,F,5,0,1
210054963612,M,1,0,1
210054807701,M,2,0,2
210055861848,M,2,0,2
210057837700,F,1,1,1
210056954891,F,3,0,2
210057256469,M,3,0,2
210055877480,F,1,0,2
210055871739,M,1,0,1
210057372990,F,1,0,3
210054923462,F,1,0,2
210055048555,F,2,0,1
210056699041,M,1,0,1
210055326228,M,1,1,1
210055783739,M,3,0,2
210055680310,M,1,0,1
210055502770,M,1,0,3
210056815610,M,3,0,1
210057073997,M,2,0,1
210056853186,M,0,0,1
210057787866,F,1,1,1
210057601614,F,1,0,3
210055527824,M,3,0,2
210055745384,F,1,0,2
210056970723,F,3,0,1
210055518429,F,1,0,3
210054563218,M,3,0,2
210056148597,M,1,0,2
210057993819,F,2,0,1
210054578653,F,3,0,1
210056742281,F,1,0,2
210054928782,F,1,0,3
210057641806,F,3,0,2
210055413397,M,3,0,3
210054516434,M,3,0,1
210055558266,M,2,0,1
210057724942,M,3,0,2
210055537712,F,1,0,2
210054608911,M,3,0,1
210057157354,F,1,0,3
210057512055,M,0,0,1
210057811909,F,1,0,2
210056577625,F,1,1,1
210057884597,F,3,0,1
210054732004,M,3,0,1
210055026730,F,1,0,2
210054546149,F,3,1,1
210057582391,F,3,1,1
210056358002,M,1,0,1
210054508397,F,1,0,1
210056047218,F,1,0,3
210058016528,M,3,0,2
210057385236,F,3,0,1
210057412598,F,1,1,1
210054831780,M,3,0,2
210056719288,M,1,1,1
210055408839,M,1,0,3
210054513527,F,1,0,1
210056855683,M,2,0,2
210056615836,F,2,0,1
210057222383,F,1,1,1
210056215142,M,3,0,1
210057321664,F,3,0,1
210057769613,M,3,0,1
210055562011,M,3,0,1
210056684922,M,1,0,2
210057131932,F,1,0,3
210055852062,M,3,0,1
210054549779,M,1,0,1
210056405491,M,3,0,1
210056638812,M,1,0,1
210057303389,F,1,0,1
210056050287,M,4,0,2
210056706769,M,3,0,1
210055036245,M,1,0,3
210055015840,F,1,0,2
210056154679,M,1,0,2
210054712916,F,1,1,1
210056720861,M,2,0,1
210055577563,F,1,0,1
210054524651,M,2,0,1
210057297210,F,1,0,2
210054954545,F,3,0,2
210057145064,F,1,0,2
210055305687,M,1,0,1
210054544264,F,3,0,1
210056522289,F,3,0,1
210056698697,F,1,0,1
210057995516,M,1,1,1
210054917199,M,2,0,1
210056953985,F,3,1,1
210057369472,F,1,0,1
210054823246,F,1,0,1
210057162726,F,1,0,1
210054744625,M,1,1,1
210055412069,F,3,0,1
210054581564,F,1,0,1
210057588482,M,1,0,1
210055187164,F,1,0,2
210055504256,M,1,0,3
210054844771,F,1,1,1
210054871897,M,3,0,1
210054665175,F,3,0,1
210054590375,M,3,0,2
210057626889,F,1,0,1
210056692098,M,3,0,2
210055351876,F,1,0,2
210054565772,F,3,0,2
210055301800,M,3,0,2
210054871415,F,3,1,1
210057367380,F,4,0,1
210054493370,F,3,0,1
210056995639,F,1,0,1
210055844086,M,1,0,2
210056451321,M,1,1,1
210055478055,M,3,0,1
210057569053,M,1,0,1
210057196338,M,1,0,2
210056705266,M,3,0,1
210056469736,F,4,1,1
210054687600,M,1,0,1
210057915833,M,4,0,1
210055329456,F,3,0,2
210055677217,M,2,1,1
210057347064,F,3,0,2
210054729413,M,1,0,2
210056659508,M,1,1,1
210056913751,M,1,0,2
210054591956,F,3,0,2
210054866483,M,3,0,3
210057340808,F,1,0,3
210055587000,M,1,0,1
210055915944,F,2,0,2
210057435344,F,1,0,3
210057781234,F,1,0,2
210054974425,M,3,0,1
210056297918,M,2,0,1
210057626655,M,1,0,2
210055573320,F,2,0,2
210056135476,M,3,0,1
210057251582,F,3,0,2
210057558583,F,3,0,1
210056499651,M,3,0,1
210056241407,M,3,0,3
210057041167,M,3,0,2
210057878182,F,1,0,1
210054487109,M,1,0,1
210056009904,M,1,0,2
210056383893,M,0,0,1
210057671226,F,3,1,1
210054648622,F,3,0,1
210054689760,F,2,0,1
210057116532,M,3,0,1
210054521115,F,3,0,2
210055479402,F,1,0,1
210055692426,M,1,0,3
210056006373,F,1,1,1
210056306395,F,3,1,1
210055845982,M,3,0,1
210055098029,F,1,0,2
210054655971,F,3,1,1
210057043899,F,3,0,1
210057275174,F,3,0,3
210056655298,M,1,0,1
210054527511,M,1,0,3
210054955659,M,3,0,2
210057167794,M,3,0,1
210055933279,F,1,1,1
210057001100,M,3,0,1
210056975842,M,2,0,2
210056243720,F,3,1,1
210056010752,F,3,1,1
210057871593,F,3,0,1
210054527332,M,1,0,3
210057371796,M,2,0,3
210057371455,M,1,0,1
210055744489,M,3,0,1
210055014109,M,1,0,1
210054598797,M,1,0,2
210055908311,M,1,0,2
210056219472,M,3,0,1
210057036884,M,3,0,2
210056814263,M,4,0,2
210054532573,M,1,0,3
210055222891,F,2,0,1
210054501314,M,1,0,1
210056355068,M,3,0,1
210057441018,M,3,0,1
210057140612,M,1,0,1
210056098998,M,3,0,1
210054983966,F,3,0,2
210057831795,F,3,0,2
210055084248,F,3,0,2
210055660442,M,1,0,3
210056580467,M,1,0,1
210054481363,M,1,0,2
210056369481,M,2,0,1
210055619528,M,3,0,1
210056739873,M,3,0,1
210057760605,F,1,0,2
210057147415,M,3,0,1
210054695591,M,3,0,1
210056242505,F,1,0,2
210055533938,M,3,0,1
210055141009,F,0,0,1
210055422287,M,2,1,1
210056290304,F,1,0,1
210057003244,M,3,0,2
210057574034,M,2,0,1
210056834424,F,1,0,2
210054540347,M,1,0,2
210055690309,F,3,0,1
210054511568,M,3,0,2
210056330593,M,3,0,1
210057328763,M,3,0,3
210056190454,M,1,0,1
210054661955,M,3,0,1
210055189870,F,2,0,2
210056645080,F,1,0,3
210055613417,M,3,0,2
210057709659,M,1,0,3
210057432069,F,1,0,1
210056397481,F,1,0,1
210055611758,F,3,0,2
210057515212,F,2,0,2
210056584956,M,1,0,2
210056537053,M,1,1,1
210055475818,M,3,0,2
210056214860,M,3,0,1
210057124302,F,2,0,1
210057259271,M,3,0,2
210055578862,M,1,0,2
210057744669,F,0,0,2
210054673284,F,1,0,3
210054791451,F,1,1,1
210056828473,F,1,0,1
210057198974,M,1,0,1
210057085575,M,3,0,2
210057159387,M,1,0,1
210056009061,F,1,0,1
210057421652,M,1,0,3
210056882382,M,3,0,2
210056652282,M,1,0,2
210054888196,M,3,0,1
210054673558,M,3,0,1
210054521735,M,2,0,1
210055571790,F,1,1,1
210057929640,F,3,0,1
210057699495,M,5,0,1
210054563915,F,1,0,1
210057701136,M,3,0,2
210057905734,M,1,0,2
210057210778,F,3,0,2
210055344321,M,3,0,2
210057644075,F,3,0,1
210055730207,F,1,0,1
210056040709,M,3,0,1
210056718794,M,1,0,1
210056693644,F,1,0,1
210057330501,F,1,0,1
210057558026,F,3,0,2
210056732245,M,3,1,1
210055000024,M,3,0,2
210058004535,M,1,0,1
210057511976,F,3,0,1
210055820630,M,3,0,3
210054506278,F,3,0,1
210057377412,M,1,0,1
210055542113,M,3,0,1
210054660847,F,3,0,2
210056865683,F,1,0,3
210056586461,M,1,0,3
210054754248,M,3,0,2
210054749694,M,1,0,3
210057776661,F,3,0,2
210056745274,F,3,0,1
210054905892,F,1,0,3
210057149374,M,1,0,2
210057347316,M,1,0,3
210056469172,F,3,0,1
210055372686,F,3,0,1
210054547903,F,1,1,1
210055436193,M,2,1,1
210056727707,M,0,0,3
210055705660,F,1,0,1
210054876817,M,1,0,1
210054789736,F,2,0,3
210056977971,M,1,1,1
210056935422,F,1,0,1
210055207520,F,2,0,1
210056784092,M,3,1,1
210057725546,M,3,1,1
210055925102,M,1,1,1
210056572605,F,3,0,2
210057310605,M,2,0,2
210057308885,M,3,0,1
210056213481,M,3,0,2
210054670266,M,1,0,2
210056709166,M,1,0,1
210057792171,M,3,0,1
210055031067,M,3,0,1
210056373075,F,2,1,1
210057637292,M,3,0,1
210055764290,M,1,0,2
210055508907,F,1,0,3
210054665314,M,3,0,2
